3
39
 17.0154 12.8233 12.0104
 1.14795 0.51954 0.904023 0.52186 1.6655 0.58127 1.44967 0.8398 0.381602 -0.0861986 0.457481 1.45456 0.764351 0.319548 1.10646 0.27154 0.107442 0.78426 1.10614 0.484468 0.300575 0.734722 1.04038 0.667887 0.472731 -0.218876 -0.522135 0.178618 0.849298 0.000251651 1.20664 0.601548 0.227223 -0.0161941 1.53102 0.940046 0.371468 -0.145844 0.010826
 0.871767 0.33791 0.344408 0.478042 1.20428 0.459359 1.01869 0.275083 -0.101971 -0.17281 0.807168 1.16734 0.609809 0.602026 0.798135 -0.111423 0.169413 0.578811 1.0014 0.337867 0.498768 0.949796 0.0662549 0.0201145 -0.0967703 0.0809832 -0.24847 0.302356 0.936677 0.561471 1.1497 0.198516 1.05285 1.11158 0.835078 0.471905 -0.498843 -0.275106 -0.845561
 -0.478126 -0.286375 0.591468 -0.82528 -0.379193 0.47006 1.00105 0.619251 0.700629 0.289059 0.568791 0.672561 0.934893 1.15749 1.16872 0.417626 0.628248 0.902997 0.489246 0.466156 0.889262 0.575678 0.75869 0.956698 1.1902 0.855787 0.459854 0.819771 0.551142 0.417437 0.666536 0.524515 0.121476 0.703816 0.617307 0.391421 0.193581 0.711236 0.316242
 1.36497e+06 1.49472e+06 2.56327e+06 3.69911e+06 4.72273e+06 5.27621e+06 6.24081e+06 6.03372e+06 5.70016e+06 5.70864e+06 5.16034e+06 4.47287e+06 3.58155e+06 3.6301e+06 4.55527e+06 5.20246e+06 4.63928e+06 4.74549e+06 4.83651e+06 3.99194e+06 3.96249e+06 4.18865e+06 4.35698e+06 4.28314e+06 4.3698e+06 4.7268e+06 4.33128e+06 3.83159e+06 3.35363e+06 2.61257e+06 2.67977e+06 3.16216e+06 3.71849e+06 4.52851e+06 4.94469e+06 4.41709e+06 4.96022e+06 5.4861e+06 6.11678e+06
 66051.9 88747.7 147860 262489 295308 360111 358640 330705 358808 330656 327312 293495 255714 183572 122777 163480 187517 205506 198841 210082 143343 138415 139625 144340 176643 165501 187817 151137 146995 129705 127212 151013 163304 173365 190611 203632 208345 218219 230976
 157711 153783 145931 142439 139314 130744 139706 144699 132612 151933 150139 168628 184762 198108 200426 225553 251152 232455 277219 309910 371757 359807 350303 342954 326277 393765 306293 407436 423704 441238 440992 419066 397637 403084 394165 389008 377759 369122 362320
 1.37244e+06 606094 900457 870054 1.74134e+06 587625 1.64084e+06 696263 573017 298903 558113 1.64907e+06 816027 646763 1.21085e+06 463958 359018 900193 982802 680230 404472 659685 1.12959e+06 742281 745456 335794 250622 447487 913352 378896 1.28919e+06 713604 540267 332332 1.9081e+06 1.01951e+06 533223 317048 381765
 47447.5 23877.5 23177.7 22673.8 58911.9 22101.7 44948.5 19620.3 13977.4 12106.8 36039 49033 30805.5 27976.4 35192.9 12908.7 16967.4 27736.5 42825.3 21866.8 22447.9 38639.6 16746.4 16841.9 15138.6 16743.4 12567 21313.3 39849.7 26094.4 47994.6 18045.9 43825.8 40184.7 34587 26649.7 9954.45 12678.3 6566.98
 2744.47 2712.14 5077.05 1951.91 2324.46 3708.35 9509.35 6303.64 5885.52 4017.13 5499.84 6640.06 8399.54 10702.4 11391.7 4729.85 5564.46 7227.3 5445.7 4874.68 5777.28 5846.57 7369.37 8809.85 10373 7237.11 5246.32 7170.63 5894.15 4787.23 6184.82 5262.25 3100.25 5649.28 5975.71 5426.23 4087.27 7799.97 4584.63
 2.11762e+06 3.71e+06 4.8671e+06 4.77601e+06 4.3789e+06 5.3854e+06 5.43437e+06 5.1298e+06 5.41045e+06 4.24638e+06 3.43553e+06 2.85971e+06 3.81084e+06 3.90032e+06 4.6554e+06 4.56344e+06 3.73467e+06 3.84266e+06 3.42832e+06 4.01777e+06 3.05532e+06 3.31474e+06 3.49816e+06 4.02734e+06 4.75326e+06 3.99488e+06 3.54077e+06 2.31015e+06 2.14904e+06 2.0822e+06 2.32675e+06 3.5273e+06 4.19391e+06 3.53214e+06 3.45704e+06 4.90977e+06 5.26242e+06 5.33776e+06 4.20112e+06
 715062 904157 1.21863e+06 1.62129e+06 1.68849e+06 1.59239e+06 1.62765e+06 1.51295e+06 1.75809e+06 1.4111e+06 1.48961e+06 1.164e+06 1.08301e+06 916407 785804 1.00025e+06 996160 1.06663e+06 948672 1.12984e+06 691322 801712 860826 847591 1.03008e+06 811387 906444 639534 683365 677721 812364 1.1735e+06 1.14453e+06 976070 1.12964e+06 1.34124e+06 1.35739e+06 1.42135e+06 1.07888e+06
 236429 196623 134307 250485 170120 104509 183536 209410 168872 219915 227131 221737 235444 279719 284684 341376 377009 276324 358796 310078 376554 425227 395955 370897 344621 425789 352662 527230 552327 532624 500959 491221 349471 387987 421353 486581 488150 539877 438198
12345
