3
39
 16.9597 12.8323 12.0129
 1.16661 0.517438 0.881531 0.495115 1.64527 0.572658 1.43029 0.810679 0.345182 -0.131495 0.431442 1.45719 0.778992 0.327506 1.0979 0.249303 0.0778948 0.762487 1.0896 0.47438 0.289369 0.721772 1.03284 0.657508 0.450763 -0.246661 -0.550674 0.158512 0.844903 -0.000664677 1.21174 0.595686 0.215172 -0.0283238 1.51878 0.915507 0.339294 -0.145816 -0.0127791
 0.865114 0.339442 0.351658 0.480067 1.21363 0.484512 1.03313 0.297744 -0.0847723 -0.161601 0.807433 1.17165 0.6138 0.604609 0.794246 -0.108973 0.168157 0.576944 1.00222 0.341733 0.498418 0.946998 0.0604076 0.0232862 -0.0947257 0.0888311 -0.245013 0.298284 0.935477 0.558753 1.14563 0.199699 1.05583 1.11019 0.832617 0.482086 -0.492084 -0.265835 -0.84311
 -0.481729 -0.2841 0.597777 -0.822153 -0.373013 0.485484 1.0063 0.626583 0.706713 0.290499 0.569557 0.670043 0.942896 1.15843 1.16796 0.41977 0.628458 0.901214 0.4881 0.46643 0.889459 0.572078 0.756691 0.958438 1.19569 0.856991 0.460313 0.816588 0.547075 0.414824 0.663497 0.525414 0.121433 0.702452 0.614671 0.393453 0.198367 0.711707 0.318403
 1.36179e+06 1.49181e+06 2.55321e+06 3.68408e+06 4.70827e+06 5.26468e+06 6.22746e+06 6.02127e+06 5.68446e+06 5.69437e+06 5.15378e+06 4.47925e+06 3.59216e+06 3.63683e+06 4.55527e+06 5.19889e+06 4.63285e+06 4.73916e+06 4.8335e+06 3.99066e+06 3.9629e+06 4.18897e+06 4.35894e+06 4.28394e+06 4.36508e+06 4.71771e+06 4.32197e+06 3.82808e+06 3.35384e+06 2.61472e+06 2.682e+06 3.16317e+06 3.71529e+06 4.52138e+06 4.93923e+06 4.4137e+06 4.94661e+06 5.45912e+06 6.09989e+06
 65708.2 88233.4 147069 261321 294390 359352 358100 330319 358415 330300 326971 293249 255583 183505 122777 163558 187604 205557 198839 210028 143327 138478 139798 144574 177019 165923 188353 151568 147434 130085 127596 151514 163796 173848 191082 204083 208771 218609 231387
 157645 153742 145914 142443 139337 130780 139745 144740 132645 151961 150156 168636 184763 198111 200438 225595 251242 232588 277433 310193 372145 360227 350742 343411 326732 394324 306730 408004 424250 441753 441483 419515 398040 403473 394526 389335 378052 369387 362540
 1.47226e+06 650315 960325 930115 1.84172e+06 647602 1.72066e+06 736735 609390 316604 598615 1.70765e+06 873918 682443 1.26355e+06 494533 386012 952644 1.03378e+06 735524 430079 699482 1.17967e+06 783503 787459 358671 271204 474856 954198 405667 1.33465e+06 759211 579525 359717 1.96418e+06 1.08446e+06 579278 369598 419318
 47552.3 24307.7 23759.6 23149.7 59946.7 23263.8 45925.8 20448.7 14480.1 12554.8 36720.3 49349.5 31184.1 28318.9 35382.7 13147.4 17275.6 28084.6 43381 22308.3 22743.6 39084.2 16794.9 17099.1 15381.9 17175.2 12884.7 21517.9 40150.3 26350.2 48113.8 18295.7 44644.7 40934.8 34603.7 27244.6 10194.1 13173.7 6751.1
 2758.17 2772.89 5199.38 1988.19 2359.53 3842.55 9567.96 6431.56 5986.99 4080.38 5587.06 6576.15 8487.77 10737.9 11437.6 4807.73 5658.88 7308.13 5473.93 4929.71 5837.6 5884.61 7386.91 8881.34 10542.1 7332.08 5334.48 7217.45 5887.02 4815.18 6174.51 5333.83 3145.66 5751.88 5953.11 5484.94 4184.29 8001.47 4691.7
 2.10192e+06 3.67823e+06 4.82394e+06 4.72594e+06 4.33829e+06 5.32961e+06 5.39332e+06 5.08542e+06 5.36852e+06 4.22482e+06 3.42384e+06 2.84923e+06 3.78369e+06 3.88455e+06 4.63749e+06 4.5322e+06 3.71548e+06 3.82566e+06 3.40827e+06 3.99066e+06 3.04645e+06 3.30434e+06 3.48252e+06 4.00118e+06 4.72051e+06 3.96901e+06 3.52436e+06 2.30278e+06 2.13831e+06 2.06828e+06 2.31624e+06 3.49618e+06 4.16653e+06 3.51658e+06 3.44258e+06 4.84651e+06 5.2112e+06 5.30584e+06 4.20381e+06
 711980 901283 1.21541e+06 1.61787e+06 1.68547e+06 1.59142e+06 1.626e+06 1.51269e+06 1.75757e+06 1.41039e+06 1.48863e+06 1.16342e+06 1.08377e+06 916635 785978 1.00056e+06 996325 1.06667e+06 948876 1.13059e+06 691854 802659 862173 849099 1.03218e+06 813043 908517 640799 684831 679484 814247 1.17628e+06 1.14679e+06 977853 1.13121e+06 1.34359e+06 1.35967e+06 1.42335e+06 1.08045e+06
 236391 196638 134339 250606 170201 104575 183604 209541 169014 220075 227201 221773 235542 279846 284886 341718 377399 276616 359212 310464 377019 425760 396465 371415 345106 426424 353138 527850 552938 533210 501477 491737 349855 388358 421711 487022 488533 540232 438469
12345
