3
39
 16.7988 12.7952 11.9751
 1.23622 0.544912 0.876033 0.449268 1.60691 0.455098 1.35296 0.707028 0.203817 -0.249099 0.298718 1.43354 0.727822 0.299505 1.08024 0.18487 -0.00547666 0.707014 1.04787 0.382977 0.245 0.668915 1.00344 0.612784 0.379144 -0.316943 -0.638467 0.114026 0.839016 -0.0268604 1.24243 0.564972 0.173349 -0.0679904 1.52289 0.848626 0.228433 -0.130219 0.0394001
 0.893376 0.34926 0.340451 0.466754 1.19833 0.435897 1.01803 0.258067 -0.127513 -0.206058 0.788287 1.16091 0.618429 0.609388 0.81313 -0.120312 0.170099 0.57363 1.00439 0.332851 0.509244 0.956477 0.0655411 0.0250918 -0.101818 0.078794 -0.25763 0.307742 0.945435 0.565857 1.1677 0.184634 1.05585 1.10852 0.836176 0.454568 -0.545808 -0.34001 -0.929289
 -0.477531 -0.289389 0.582666 -0.853867 -0.416003 0.459505 0.983061 0.598247 0.674178 0.267384 0.523458 0.674695 0.935042 1.16176 1.17522 0.41054 0.619012 0.887518 0.478602 0.455719 0.892728 0.567407 0.761561 0.960677 1.17668 0.852512 0.449551 0.818614 0.549054 0.417191 0.668104 0.507459 0.0910678 0.687659 0.594329 0.351428 0.118992 0.638668 0.225621
 1.36828e+06 1.5106e+06 2.60238e+06 3.76093e+06 4.8029e+06 5.36602e+06 6.34761e+06 6.12456e+06 5.78034e+06 5.78903e+06 5.23705e+06 4.54874e+06 3.65199e+06 3.69843e+06 4.62369e+06 5.27924e+06 4.70884e+06 4.81778e+06 4.91448e+06 4.06278e+06 4.03539e+06 4.26437e+06 4.43682e+06 4.36327e+06 4.44735e+06 4.80301e+06 4.40111e+06 3.89938e+06 3.42082e+06 2.6749e+06 2.74883e+06 3.23848e+06 3.80062e+06 4.61995e+06 5.04549e+06 4.5153e+06 5.06896e+06 5.58365e+06 6.25653e+06
 65936.3 88763.1 148137 263293 296343 361389 359812 331686 359848 331620 328327 294314 256236 183751 122793 163547 187608 205637 199016 210522 143684 138903 140255 145041 177582 166288 188644 151653 147362 129898 127376 151224 163511 173582 190866 203936 208617 218481 231049
 157443 153585 145783 142363 139271 130646 139568 144536 132387 151602 149795 168264 184389 197745 200105 225233 250854 232326 277260 310124 372134 360332 350936 343611 326964 394658 307000 408382 424703 442301 442068 420081 398534 403851 394728 389318 377774 368810 361586
 1.70173e+06 769219 1.17898e+06 1.17875e+06 2.35885e+06 819392 2.28777e+06 963157 811782 418263 776948 2.19636e+06 1.10679e+06 850935 1.60967e+06 633305 489862 1.22221e+06 1.32212e+06 940168 537586 888913 1.50748e+06 998138 1.01722e+06 461046 344261 598827 1.19949e+06 499545 1.65098e+06 955255 732028 452954 2.50809e+06 1.43772e+06 780703 609972 652933
 49595.6 25628.2 25731.6 26886.7 66680.4 26130 49686.8 22353.7 16164.4 14134.1 42619.2 55897.8 32808.3 30080.3 37823.2 14179.7 19094.4 31358.8 47958.9 24374.5 24008.7 42785 18064.5 18171.4 16787 18845.6 14294 23180.1 43635 27892.4 51268.2 19600.7 49308.3 45131 37605 29396 10957.9 14936.7 7088.52
 2864.38 3016.25 5845.76 2212.69 2674.38 4223.4 10900.1 7317.4 6955.24 4689.6 6780.09 7220.04 9430.4 11885.5 12584.3 5323.22 6368.34 8478.23 6141.41 5554.26 6519.35 6567.64 8168.55 9724.46 12069.9 8141.2 5939.06 8057.78 6425.14 5293.06 6701.68 6026.04 3459.37 6437.57 6486.42 5942.4 4785.47 9104.1 5010.81
 2.17425e+06 3.81915e+06 5.00866e+06 4.94439e+06 4.52228e+06 5.61053e+06 5.60263e+06 5.30174e+06 5.61305e+06 4.38548e+06 3.55342e+06 2.94992e+06 3.96461e+06 4.00399e+06 4.7441e+06 4.67275e+06 3.82862e+06 3.93627e+06 3.52153e+06 4.16659e+06 3.13367e+06 3.39938e+06 3.59129e+06 4.14084e+06 4.88913e+06 4.10273e+06 3.64573e+06 2.37424e+06 2.2214e+06 2.16898e+06 2.40318e+06 3.65174e+06 4.32584e+06 3.63594e+06 3.55268e+06 5.08713e+06 5.44828e+06 5.53989e+06 4.44917e+06
 717211 907369 1.22267e+06 1.62683e+06 1.6956e+06 1.60083e+06 1.63427e+06 1.51978e+06 1.7651e+06 1.41516e+06 1.49432e+06 1.16735e+06 1.08821e+06 917527 786247 1.00107e+06 996888 1.06831e+06 951030 1.1356e+06 693936 804799 864786 850699 1.0341e+06 813701 909765 640986 684731 680043 813651 1.17634e+06 1.14544e+06 977789 1.13208e+06 1.34364e+06 1.35861e+06 1.41945e+06 1.07566e+06
 236406 196502 134244 250698 170260 104477 183536 209357 169173 220253 227454 221905 235449 279821 284864 342011 377932 276898 359696 311000 377321 426271 397026 371972 345640 427336 354291 528847 554011 534140 502246 492302 350292 388431 421612 486640 487374 538459 436197
12345
