3
39
 16.6399 12.548 11.7194
 1.70532 0.800656 0.878385 0.294314 1.44595 0.140196 1.08234 0.338012 -0.303674 -0.67922 0.00278089 1.51138 0.805803 0.479035 1.17653 0.107237 -0.125765 0.660876 1.04987 0.294805 0.312482 0.692581 1.08216 0.614894 0.237028 -0.487289 -0.808886 0.137046 0.998609 0.116515 1.51546 0.618957 0.17418 -0.0473106 1.59824 0.675326 -0.0335139 -0.258665 0.070222
 1.02575 0.415852 0.212169 0.342463 1.03694 0.254225 0.940797 0.0962016 -0.360174 -0.453098 0.570996 1.027 0.662881 0.662651 0.874817 -0.155856 0.102918 0.494268 0.940196 0.294033 0.559779 0.936003 0.0949964 0.0117803 -0.141028 -0.025747 -0.34871 0.321372 0.960154 0.602839 1.24081 0.184198 0.994493 1.05533 0.835578 0.396737 -0.635184 -0.512858 -0.960497
 -0.420421 -0.388641 0.413423 -1.00277 -0.606078 0.321191 0.825248 0.380469 0.43664 0.0784174 0.20756 0.672687 0.872248 1.1155 1.13656 0.313007 0.494672 0.705842 0.381665 0.347702 0.822281 0.478696 0.714595 0.915635 0.992471 0.767991 0.351567 0.753798 0.531937 0.372879 0.653305 0.347683 -0.0219187 0.555257 0.531717 0.251436 -0.11483 0.447516 0.232639
 1.34956e+06 1.47228e+06 2.47429e+06 3.55734e+06 4.55201e+06 5.08377e+06 6.01914e+06 5.81557e+06 5.49772e+06 5.55844e+06 5.0941e+06 4.49789e+06 3.6375e+06 3.66421e+06 4.53294e+06 5.1553e+06 4.58186e+06 4.6877e+06 4.79805e+06 3.97625e+06 3.96952e+06 4.20882e+06 4.39561e+06 4.31168e+06 4.36309e+06 4.69807e+06 4.30717e+06 3.84606e+06 3.39009e+06 2.65909e+06 2.73235e+06 3.20748e+06 3.73058e+06 4.49605e+06 4.91049e+06 4.39026e+06 4.87229e+06 5.33013e+06 6.1071e+06
 63292 86380.5 145928 261179 294540 358974 357294 329619 358907 332304 329947 296470 258318 185551 124355 165615 189408 206927 199885 211640 144924 141019 143110 148366 181996 169649 191515 153317 148346 130726 129072 154261 166568 176162 192876 205648 210391 220586 233694
 153767 150313 142818 139661 136776 128446 137560 142841 131117 150368 148801 167651 184251 197969 200732 226085 251755 233133 278304 311519 374021 362396 353249 346006 329311 397494 309183 411099 427332 445092 444761 422482 400576 405711 396322 390736 379188 370313 363382
 1.53796e+06 561619 668103 570737 1.13529e+06 338094 986713 376480 276277 153801 326721 1.34221e+06 676460 575678 1.00201e+06 331289 245552 659804 748940 486656 325135 514573 922044 565482 498894 219824 164130 346427 795461 325953 1.2264e+06 570001 414192 261424 1.52889e+06 683469 339651 303274 380682
 44213.6 21392.4 17675.7 18543.1 44313.1 17016.2 35918.8 14848.2 10003.2 8621.91 26783 38182 26786.2 24776.2 31417.4 10687 13942.9 22621.1 35124.7 18310.5 19721.4 32735.7 14529.2 14003.2 12605.7 13256.6 10191.1 18350.8 34581.9 22603.1 43074.3 15300.5 36215.5 33419.2 29350 21666.8 7825.93 9813.16 5365.68
 2348.15 2114.69 3821.45 1476.22 1712.26 2847.71 7207.79 4557.08 4246.83 3005.74 3827.83 5579.18 6857.35 8786.93 9374.58 3738.73 4354.52 5474.09 4316.02 3860.35 4704.63 4653.68 6034.77 7198.12 7773.48 5792.85 4169.41 5847.65 4890.63 3920.79 5112.91 3977 2392.42 4366.47 4717.65 4163.4 2932.87 5822.82 3907.22
 2.10283e+06 3.62306e+06 4.61518e+06 4.48723e+06 4.12092e+06 4.98966e+06 5.1058e+06 4.80673e+06 5.08953e+06 4.08826e+06 3.38229e+06 2.85611e+06 3.74891e+06 3.84542e+06 4.57673e+06 4.45078e+06 3.64192e+06 3.77469e+06 3.37558e+06 3.9592e+06 3.04364e+06 3.31043e+06 3.49379e+06 3.97589e+06 4.64628e+06 3.90177e+06 3.4863e+06 2.30895e+06 2.15883e+06 2.08585e+06 2.33044e+06 3.47273e+06 4.08545e+06 3.45992e+06 3.41164e+06 4.68305e+06 5.02921e+06 5.24167e+06 4.4933e+06
 706296 897304 1.21258e+06 1.61163e+06 1.683e+06 1.58528e+06 1.62708e+06 1.51353e+06 1.76269e+06 1.41878e+06 1.49951e+06 1.17359e+06 1.09054e+06 923748 790117 1.00447e+06 999226 1.07051e+06 954226 1.13914e+06 702070 815956 874913 861454 1.04579e+06 820730 914424 643808 687926 684620 823104 1.18635e+06 1.15457e+06 981515 1.13666e+06 1.34981e+06 1.36635e+06 1.43263e+06 1.09143e+06
 230783 192083 130816 244655 166400 102542 180502 205918 165826 217007 225012 220793 234815 279313 283905 340470 376856 276610 359714 311314 378840 427891 398337 372941 345948 427345 353778 530562 555906 535887 503870 493345 350684 389323 422438 487241 488586 540984 440394
12345
