Lengths (mm),90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880
Age 1-21,>=90 and <100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.00E-04,0.002,0.0065,0.0173,0.0369,0.0695,0.108,0.142,0.1617,0.1534,0.1249,0.0855,0.0505,0.0242,0.0111,0.004,0.0013,4.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,1.00E-04,1.00E-04,5.00E-04,0.001,0.003,0.0066,0.0139,0.0255,0.0436,0.0665,0.0911,0.1144,0.1264,0.1266,0.1146,0.094,0.0688,0.047,0.0281,0.0154,0.0074,0.0035,0.0014,4.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,2.00E-04,5.00E-04,0.001,0.0026,0.0043,0.0089,0.016,0.0262,0.0414,0.0584,0.0758,0.0952,0.1058,0.1106,0.1065,0.0963,0.0818,0.0604,0.0424,0.0288,0.0174,0.0103,0.0053,0.0021,0.0012,5.00E-04,2.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,1.00E-04,2.00E-04,5.00E-04,9.00E-04,0.0024,0.0045,0.0071,0.0142,0.0219,0.0332,0.0483,0.0618,0.0759,0.0899,0.0982,0.1018,0.098,0.0854,0.0749,0.0595,0.0433,0.0308,0.0198,0.0129,0.0071,0.0037,0.0019,0.001,4.00E-04,2.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,0,0,0,0,0,0,0,0,0,1.00E-04,1.00E-04,3.00E-04,8.00E-04,0.0015,0.003,0.0049,0.0084,0.0142,0.0227,0.0323,0.0439,0.0592,0.0715,0.0842,0.091,0.0965,0.0931,0.0858,0.075,0.0626,0.0486,0.036,0.0249,0.0158,0.0105,0.006,0.0035,0.0018,9.00E-04,4.00E-04,2.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,2.00E-04,5.00E-04,0.0011,0.002,0.004,0.0072,0.0117,0.0182,0.0266,0.0372,0.0482,0.0615,0.0741,0.0837,0.0893,0.0916,0.0873,0.0809,0.0714,0.0589,0.0465,0.0341,0.0237,0.0162,0.0104,0.006,0.0035,0.002,0.001,4.00E-04,3.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,1.00E-04,5.00E-04,0.0012,0.002,0.0038,0.0063,0.0106,0.0169,0.0248,0.0336,0.0457,0.0556,0.0684,0.0807,0.0866,0.0889,0.0886,0.0823,0.0738,0.0626,0.0506,0.039,0.0273,0.0186,0.0125,0.0081,0.0049,0.0029,0.0015,8.00E-04,3.00E-04,2.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-04,2.00E-04,6.00E-04,0.0012,0.002,0.004,0.0065,0.0116,0.0174,0.0248,0.0343,0.0458,0.0584,0.0706,0.0785,0.087,0.0886,0.0878,0.0812,0.0728,0.0603,0.0499,0.0383,0.0277,0.0192,0.0128,0.0078,0.0046,0.0026,0.0016,8.00E-04,3.00E-04,2.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,3.00E-04,8.00E-04,0.0015,0.0028,0.0046,0.0081,0.013,0.0192,0.0279,0.039,0.051,0.0621,0.0734,0.0817,0.087,0.09,0.086,0.0789,0.0694,0.0575,0.0462,0.0336,0.0236,0.0169,0.0109,0.0065,0.0037,0.0021,0.0012,5.00E-04,2.00E-04,2.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,2.00E-04,6.00E-04,0.001,0.0022,0.0036,0.006,0.0104,0.0158,0.0234,0.0336,0.0443,0.0575,0.0715,0.0788,0.0852,0.0893,0.0895,0.0839,0.076,0.062,0.0497,0.0378,0.0282,0.02,0.0122,0.0077,0.0042,0.0029,0.001,8.00E-04,2.00E-04,1.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,2.00E-04,3.00E-04,8.00E-04,0.0015,0.0032,0.0052,0.0086,0.013,0.0214,0.0304,0.0428,0.0545,0.0688,0.0787,0.0868,0.091,0.0921,0.086,0.0771,0.0652,0.0525,0.0405,0.0292,0.0197,0.0126,0.0079,0.0046,0.0025,0.0014,7.00E-04,3.00E-04,1.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,1.00E-04,3.00E-04,6.00E-04,0.001,0.0023,0.0044,0.008,0.0131,0.02,0.0299,0.042,0.0552,0.0682,0.0813,0.0899,0.0943,0.0918,0.0879,0.0776,0.0652,0.0531,0.0389,0.0288,0.0185,0.0122,0.007,0.004,0.0023,0.0011,4.00E-04,3.00E-04,1.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,3.00E-04,4.00E-04,9.00E-04,0.0017,0.0041,0.0081,0.0122,0.0205,0.0301,0.0436,0.0569,0.072,0.0844,0.0922,0.0958,0.0951,0.0901,0.0801,0.0635,0.0496,0.0356,0.0243,0.0159,0.0107,0.0058,0.0034,0.0015,7.00E-04,3.00E-04,1.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,1.00E-04,5.00E-04,0.0011,0.0024,0.0041,0.0068,0.0128,0.0211,0.0316,0.0454,0.0606,0.0761,0.0889,0.0988,0.1036,0.0982,0.0887,0.0749,0.0606,0.0447,0.0313,0.0201,0.0126,0.0073,0.004,0.002,0.001,4.00E-04,1.00E-04,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
