year bbage srfage frklen sex useage usesize estwt
2015 6 6 470 M 6 47 1.81010244152883
2015 6 6 500 F 6 50 2.211917417832
2015 9 9 590 M 9 59 3.7815218329537
2015 11 11 680 F 11 68 5.99011239926265
2015 15 15 690 M 15 69 6.28025312728565
2015 11 9 700 F 11 70 6.57996743281805
2015 12 12 770 F 12 77 8.96057839996833
2015 8 8 790 F 8 79 9.73683633858673
2015 11 11 950 F 11 95 17.6982601909338
2015 NA 3 310 M 3 31 0.470021779587962
2015 NA 3 320 M 3 32 0.520945180120153
2015 NA 3 330 M 3 33 0.575560869040784
2015 NA 3 340 M 3 34 0.634012449325038
2015 NA 3 390 F 3 39 0.988906932046717
2015 9 9 610 M 9 61 4.21283800732392
2015 NA 3 240 M 3 24 0.205111739418317
2015 NA 2 260 M 2 26 0.265839641060603
2015 NA 2 270 F 2 27 0.300417128278385
2015 NA 3 300 F 3 30 0.422648137748139
2015 NA 2 300 F 2 30 0.422648137748139
2015 NA 4 390 F 4 39 0.988906932046717
2015 8 5 580 F 8 58 3.57777309311576
2015 7 7 650 F 7 65 5.17541726142047
2015 9 9 660 M 9 66 5.43786530034535
2015 NA 3 280 M 3 28 0.337985536658103
2015 NA 2 280 M 2 28 0.337985536658103
2015 NA 4 380 F 4 38 0.909085953634524
2015 5 5 390 M 5 39 0.988906932046717
2015 5 5 390 M 5 39 0.988906932046717
2015 9 10 670 F 9 67 5.70937350361754
2015 12 13 940 F 12 94 17.1017415990498
2015 NA 2 200 M 2 20 0.113616990227135
2015 NA 2 210 M 2 21 0.133075041228306
2015 NA 2 230 M 2 23 0.178691659924756
2015 NA 2 230 M 2 23 0.178691659924756
2015 NA NA 230 F NA 23 0.178691659924756
2015 NA 2 240 M 2 24 0.205111739418317
2015 NA 2 240 M 2 24 0.205111739418317
2015 NA 2 240 F 2 24 0.205111739418317
2015 13 13 260 M 13 26 0.265839641060603
2015 NA 2 260 F 2 26 0.265839641060603
2015 NA 2 310 F 2 31 0.470021779587962
2015 NA 3 330 M 3 33 0.575560869040784
2015 NA 3 340 M 3 34 0.634012449325038
2015 NA 3 350 M 3 35 0.696444572404597
2015 4 4 370 F 4 37 0.833834154955231
2015 NA 4 380 M 4 38 0.909085953634524
2015 NA 4 380 F 4 38 0.909085953634524
2015 NA 4 380 F 4 38 0.909085953634524
2015 NA 4 390 M 4 39 0.988906932046717
2015 NA 4 390 F 4 39 0.988906932046717
2015 3 4 400 M 3 40 1.07344665337566
2015 4 4 400 F 4 40 1.07344665337566
2015 NA 4 400 F 4 40 1.07344665337566
2015 4 4 400 F 4 40 1.07344665337566
2015 NA 4 400 F 4 40 1.07344665337566
2015 NA 4 400 F 4 40 1.07344665337566
2015 NA 4 410 F 4 41 1.1628556041983
2015 4 4 420 F 4 42 1.2572851768805
2015 6 6 530 F 6 53 2.67152911726058
2015 7 7 570 M 7 57 3.38174321101546
2015 NA 2 900 F NA 90 14.8542874913799
2015 7 6 500 F 7 50 2.211917417832
2015 8 8 560 M 8 56 3.19326750770033
2015 8 8 620 M 8 62 4.44073817924345
2015 11 11 570 M 11 57 3.38174321101546
2015 12 12 590 M 12 59 3.7815218329537
2015 NA 3 380 M 3 38 0.909085953634524
2015 NA 4 380 F 4 38 0.909085953634524
2015 NA 3 390 M 3 39 0.988906932046717
2015 4 4 430 M 4 43 1.35688765273116
2015 NA 4 430 M 4 43 1.35688765273116
2015 5 5 440 M 5 44 1.46181618586472
2015 5 5 440 M 5 44 1.46181618586472
2015 5 5 460 F 5 46 1.68826831223838
2015 7 7 480 M 7 48 1.93788367220863
2015 7 7 490 M 7 49 2.07176930216352
2015 6 6 490 M 6 49 2.07176930216352
2015 6 6 500 M 6 50 2.211917417832
2015 8 8 500 M 8 50 2.211917417832
2015 6 6 540 M 6 54 2.83832339091605
2015 7 7 570 F 7 57 3.38174321101546
2015 7 7 630 F 7 63 4.67702266680861
2015 12 12 850 M 12 85 12.3430763038242
2015 NA 2 240 M 2 24 0.205111739418317
2015 NA 4 380 F 4 38 0.909085953634524
2015 4 4 400 F 4 40 1.07344665337566
2015 8 8 570 F 8 57 3.38174321101546
2015 10 12 840 F 10 84 11.87875653776
2015 15 15 1060 F 15 100 25.2404502582405
2015 7 7 520 M 7 52 2.51163732167706
2015 12 12 760 F 12 76 8.58899071880831
2015 4 4 390 F 4 39 0.988906932046717
2015 5 5 420 M 5 42 1.2572851768805
2015 8 8 500 M 8 50 2.211917417832
2015 8 8 520 F 8 52 2.51163732167706
2015 9 9 560 M 9 56 3.19326750770033
2015 NA 4 360 M 4 36 0.763002914635643
2015 3 3 380 M 3 38 0.909085953634524
2015 NA 3 380 M 3 38 0.909085953634524
2015 NA 3 380 M 3 38 0.909085953634524
2015 NA 3 380 F 3 38 0.909085953634524
2015 4 4 390 F 4 39 0.988906932046717
2015 NA 4 410 M 4 41 1.1628556041983
2015 NA 4 430 M 4 43 1.35688765273116
2015 5 5 430 F 5 43 1.35688765273116
2015 5 4 460 F 5 46 1.68826831223838
2015 8 8 540 M 8 54 2.83832339091605
2015 10 10 550 M 10 55 3.01218199620338
2015 8 8 550 M 8 55 3.01218199620338
2015 9 10 570 M 9 57 3.38174321101546
2015 10 10 610 M 10 61 4.21283800732392
2015 NA 3 370 F 3 37 0.833834154955231
2015 NA 4 390 M 4 39 0.988906932046717
2015 NA 3 390 F 3 39 0.988906932046717
2015 NA 4 390 F 4 39 0.988906932046717
2015 7 7 500 M 7 50 2.211917417832
2015 7 7 570 M 7 57 3.38174321101546
2015 9 9 580 M 9 58 3.57777309311576
2015 13 14 730 M 13 73 7.53827820362566
2015 NA 4 450 M 4 45 1.57222478772641
2015 7 7 490 M 7 49 2.07176930216352
2015 18 18 770 M 15 77 8.96057839996833
2015 9 9 540 F 9 54 2.83832339091605
2015 6 6 550 M 6 55 3.01218199620338
2015 8 8 570 M 8 57 3.38174321101546
2015 9 9 570 F 9 57 3.38174321101546
2015 9 9 630 M 9 63 4.67702266680861
2015 11 11 650 F 11 65 5.17541726142047
2015 11 11 660 F 11 66 5.43786530034535
2015 10 10 600 M 10 60 3.99315479237928
2015 NA 4 470 M 4 47 1.81010244152883
2015 9 9 600 F 9 60 3.99315479237928
2015 NA 3 380 M 3 38 0.909085953634524
2015 7 7 510 M 7 51 2.35848688194142
2015 NA 2 240 M 2 24 0.205111739418317
2015 NA 3 320 M 3 32 0.520945180120153
2015 NA 3 340 M 3 34 0.634012449325038
2015 NA 3 360 F 3 36 0.763002914635643
2015 NA 3 370 M 3 37 0.833834154955231
2015 NA 3 370 M 3 37 0.833834154955231
2015 NA 3 370 F 3 37 0.833834154955231
2015 NA 3 380 F 3 38 0.909085953634524
2015 NA 3 400 F 3 40 1.07344665337566
2015 NA 4 440 M 4 44 1.46181618586472
2015 NA 3 450 M 3 45 1.57222478772641
2015 NA 4 450 F 4 45 1.57222478772641
2015 7 7 540 F 7 54 2.83832339091605
2015 7 7 580 M 7 58 3.57777309311576
2015 7 6 610 M 7 61 4.21283800732392
2015 9 9 660 M 9 66 5.43786530034535
2015 7 7 660 F 7 66 5.43786530034535
2015 10 10 710 F 10 71 6.8894276594403
2015 7 7 510 M 7 51 2.35848688194142
2015 7 7 530 M 7 53 2.67152911726058
2015 7 7 540 M 7 54 2.83832339091605
2015 6 6 550 F 6 55 3.01218199620338
2015 11 11 660 F 11 66 5.43786530034535
2015 NA 4 540 M 4 54 2.83832339091605
2015 NA 3 330 M 3 33 0.575560869040784
2015 NA 3 340 M 3 34 0.634012449325038
2015 NA 4 420 F 4 42 1.2572851768805
2015 8 8 520 M 8 52 2.51163732167706
2015 7 7 550 M 7 55 3.01218199620338
2015 10 10 840 F 10 84 11.87875653776
2015 11 11 650 M 11 65 5.17541726142047
2015 10 10 840 F 10 84 11.87875653776
2015 6 6 550 F 6 55 3.01218199620338
2015 9 9 790 F 9 79 9.73683633858673
2013 14 13 900 F 14 90 14.8542874913799
2013 9 10 620 F 9 62 4.44073817924345
2013 8 8 790 F 8 79 9.73683633858673
2013 5 5 560 M 5 56 3.19326750770033
2013 15 14 1110 F 15 100 29.305730113539
2013 7 7 590 F 7 59 3.7815218329537
2013 7 7 610 M 7 61 4.21283800732392
2013 9 9 640 F 9 64 4.92185947783189
2013 8 8 720 F 8 72 7.2088067426723
2013 7 7 770 F 7 77 8.96057839996833
2013 NA NA 830 F NA 83 11.4266549642213
2013 6 6 540 M 6 54 2.83832339091605
2013 6 5 570 M 6 57 3.38174321101546
2013 9 9 570 M 9 57 3.38174321101546
2013 7 7 610 M 7 61 4.21283800732392
2013 8 8 620 F 8 62 4.44073817924345
2013 9 10 630 M 9 63 4.67702266680861
2013 9 9 630 M 9 63 4.67702266680861
2013 9 9 640 F 9 64 4.92185947783189
2013 8 7 650 F 8 65 5.17541726142047
2013 8 8 680 F 8 68 5.99011239926265
2013 9 9 710 F 9 71 6.8894276594403
2013 10 10 710 F 10 71 6.8894276594403
2013 12 14 760 M 12 76 8.58899071880831
2013 10 10 630 F 10 63 4.67702266680861
2013 9 9 670 F 9 67 5.70937350361754
2013 8 9 520 M 8 52 2.51163732167706
2013 5 5 540 M 5 54 2.83832339091605
2013 7 7 540 M 7 54 2.83832339091605
2013 9 9 560 M 9 56 3.19326750770033
2013 9 9 560 M 9 56 3.19326750770033
2013 9 9 560 M 9 56 3.19326750770033
2013 8 8 560 M 8 56 3.19326750770033
2013 6 6 560 M 6 56 3.19326750770033
2013 8 8 560 M 8 56 3.19326750770033
2013 9 9 560 F 9 56 3.19326750770033
2013 8 8 560 F 8 56 3.19326750770033
2013 7 7 560 F 7 56 3.19326750770033
2013 9 9 570 M 9 57 3.38174321101546
2013 9 9 570 M 9 57 3.38174321101546
2013 9 9 570 M 9 57 3.38174321101546
2013 9 9 580 M 9 58 3.57777309311576
2013 7 7 580 M 7 58 3.57777309311576
2013 7 7 580 M 7 58 3.57777309311576
2013 9 9 580 M 9 58 3.57777309311576
2013 8 8 580 M 8 58 3.57777309311576
2013 7 6 580 M 7 58 3.57777309311576
2013 9 9 590 M 9 59 3.7815218329537
2013 8 8 590 M 8 59 3.7815218329537
2013 9 9 590 M 9 59 3.7815218329537
2013 14 14 610 M 14 61 4.21283800732392
2013 9 9 610 M 9 61 4.21283800732392
2013 8 8 610 M 8 61 4.21283800732392
2013 7 6 610 M 7 61 4.21283800732392
2013 8 8 610 F 8 61 4.21283800732392
2013 10 10 620 M 10 62 4.44073817924345
2013 9 9 620 M 9 62 4.44073817924345
2013 10 10 620 M 10 62 4.44073817924345
2013 9 10 620 F 9 62 4.44073817924345
2013 11 11 640 M 11 64 4.92185947783189
2013 10 9 650 M 10 65 5.17541726142047
2013 11 9 660 M 11 66 5.43786530034535
2013 14 17 710 M 14 71 6.8894276594403
2013 NA NA 620 M NA 62 4.44073817924345
2013 10 9 690 F 10 69 6.28025312728565
2013 15 13 1010 F 15 100 21.5827780945367
2013 19 18 1560 F 15 100 88.2733875252589
2013 10 10 600 M 10 60 3.99315479237928
2013 13 13 710 M 13 71 6.8894276594403
2013 15 15 1070 F 15 100 26.020134321767
2013 14 14 680 M 14 68 5.99011239926265
2013 16 15 870 F 15 87 13.3090934029129
2013 33 18 1070 M 15 100 26.020134321767
2013 15 11 1020 F 15 100 22.282845597205
2013 6 6 590 M 6 59 3.7815218329537
2013 6 6 600 F 6 60 3.99315479237928
2013 3 3 490 M 3 49 2.07176930216352
2013 5 5 500 M 5 50 2.211917417832
2013 5 5 530 M 5 53 2.67152911726058
2013 16 16 930 F 15 93 16.5192698550825
2013 8 8 620 M 8 62 4.44073817924345
2013 6 6 560 M 6 56 3.19326750770033
2013 8 8 570 M 8 57 3.38174321101546
2013 7 7 580 M 7 58 3.57777309311576
2013 8 8 580 M 8 58 3.57777309311576
2013 10 9 590 F 10 59 3.7815218329537
2013 6 6 590 F 6 59 3.7815218329537
2013 9 8 600 F 9 60 3.99315479237928
2013 10 10 620 M 10 62 4.44073817924345
2013 11 11 630 M 11 63 4.67702266680861
2013 10 10 640 M 10 64 4.92185947783189
2013 13 12 650 M 13 65 5.17541726142047
2013 10 9 660 M 10 66 5.43786530034535
2013 17 16 700 M 15 70 6.57996743281805
2013 8 8 760 F 8 76 8.58899071880831
2013 15 15 780 F 15 78 9.34313463667172
2013 15 11 910 F 15 91 15.3957271446278
2013 7 7 540 M 7 54 2.83832339091605
2013 NA NA 580 M NA 58 3.57777309311576
2013 NA NA 590 M NA 59 3.7815218329537
2013 8 8 610 M 8 61 4.21283800732392
2013 9 9 630 M 9 63 4.67702266680861
2013 NA NA 640 M NA 64 4.92185947783189
2013 9 8 640 M 9 64 4.92185947783189
2013 9 9 640 F 9 64 4.92185947783189
2013 NA NA 640 F NA 64 4.92185947783189
2013 11 12 710 M 11 71 6.8894276594403
2013 NA NA 710 F NA 71 6.8894276594403
2013 17 14 740 M 15 74 7.87801614281138
2013 NA NA 780 M NA 78 9.34313463667172
2013 10 10 820 F 10 82 10.9865914788831
2013 11 11 920 F 11 92 15.9506598982204
2013 8 8 640 F 8 64 4.92185947783189
2013 6 6 470 M 6 47 1.81010244152883
2013 5 5 520 F 5 52 2.51163732167706
2013 5 5 550 F 5 55 3.01218199620338
2013 10 10 650 M 10 65 5.17541726142047
2013 6 6 620 M 6 62 4.44073817924345
2013 9 9 650 M 9 65 5.17541726142047
2013 11 12 660 F 11 66 5.43786530034535
2013 10 12 700 M 10 70 6.57996743281805
2013 8 8 750 F 8 75 8.22819523409709
2013 14 14 780 M 14 78 9.34313463667172
2013 19 18 860 M 15 86 12.8197948820787
2013 9 9 690 F 9 69 6.28025312728565
2013 16 15 800 F 15 80 10.1418609605819
2013 18 15 880 F 15 88 13.8111535029212
2013 12 12 730 M 12 73 7.53827820362566
2013 17 15 830 F 15 83 11.4266549642213
2013 NA NA 610 F NA 61 4.21283800732392
2013 9 9 620 M 9 62 4.44073817924345
2013 16 16 680 M 15 68 5.99011239926265
2013 8 8 580 M 8 58 3.57777309311576
2013 9 9 630 F 9 63 4.67702266680861
2013 5 5 480 F 5 48 1.93788367220863
2013 7 7 540 F 7 54 2.83832339091605
2013 25 23 720 M 15 72 7.2088067426723
2013 17 16 940 F 15 94 17.1017415990498
2013 15 16 950 F 15 95 17.6982601909338
2013 15 14 980 F 15 98 19.5739547362408
2013 18 16 990 F 15 99 20.2285207337528
2013 7 7 540 M 7 54 2.83832339091605
2013 8 8 560 M 8 56 3.19326750770033
2013 NA NA 560 M NA 56 3.19326750770033
2013 8 8 580 M 8 58 3.57777309311576
2013 NA NA 580 F NA 58 3.57777309311576
2013 8 8 590 M 8 59 3.7815218329537
2013 9 9 600 M 9 60 3.99315479237928
2013 NA NA 600 M NA 60 3.99315479237928
2013 11 11 610 M 11 61 4.21283800732392
2013 NA NA 610 F NA 61 4.21283800732392
2013 NA NA 620 M NA 62 4.44073817924345
2013 16 14 640 M 15 64 4.92185947783189
2013 10 11 670 M 10 67 5.70937350361754
2013 NA NA 690 F NA 69 6.28025312728565
2013 14 13 720 M 14 72 7.2088067426723
2013 25 24 940 M 15 94 17.1017415990498
2013 16 16 940 F 15 94 17.1017415990498
2013 13 13 960 F 13 96 18.30901116466
2013 6 6 540 M 6 54 2.83832339091605
2013 9 9 670 F 9 67 5.70937350361754
2013 8 8 540 M 8 54 2.83832339091605
2013 10 10 550 M 10 55 3.01218199620338
2013 8 8 590 M 8 59 3.7815218329537
2013 NA NA 590 M NA 59 3.7815218329537
2013 9 9 620 M 9 62 4.44073817924345
2013 NA NA 670 F NA 67 5.70937350361754
2013 8 8 530 M 8 53 2.67152911726058
2013 8 8 620 M 8 62 4.44073817924345
2013 13 11 670 F 13 67 5.70937350361754
2013 12 13 700 M 12 70 6.57996743281805
2013 13 13 700 M 13 70 6.57996743281805
2013 10 8 590 M 10 59 3.7815218329537
2013 8 8 630 F 8 63 4.67702266680861
2013 10 10 650 F 10 65 5.17541726142047
2013 15 12 680 M 15 68 5.99011239926265
2013 14 11 710 M 14 71 6.8894276594403
2013 17 13 760 M 15 76 8.58899071880831
2013 12 11 640 M 12 64 4.92185947783189
2013 17 14 910 F 15 91 15.3957271446278
2013 8 8 610 M 8 61 4.21283800732392
2013 11 11 630 M 11 63 4.67702266680861
2013 17 16 680 F 15 68 5.99011239926265
2013 20 17 870 M 15 87 13.3090934029129
2013 9 8 690 F 9 69 6.28025312728565
2013 17 11 770 F 15 77 8.96057839996833
2013 13 17 810 F 13 81 10.5583864974726
2013 16 14 810 F 15 81 10.5583864974726
2013 NA NA 820 M NA 82 10.9865914788831
2013 13 14 990 F 13 99 20.2285207337528
2013 5 5 470 M 5 47 1.81010244152883
2013 6 6 520 M 6 52 2.51163732167706
2013 8 8 610 F 8 61 4.21283800732392
2013 16 15 610 F 15 61 4.21283800732392
2013 8 8 640 M 8 64 4.92185947783189
2013 21 15 750 M 15 75 8.22819523409709
2013 19 21 790 M 15 79 9.73683633858673
2013 16 13 790 M 15 79 9.73683633858673
2013 17 14 810 F 15 81 10.5583864974726
2013 5 5 820 M 5 82 10.9865914788831
2013 15 14 860 F 15 86 12.8197948820787
2013 19 20 870 M 15 87 13.3090934029129
2013 8 8 540 F 8 54 2.83832339091605
2013 12 12 700 M 12 70 6.57996743281805
2013 10 10 700 F 10 70 6.57996743281805
2013 12 10 690 F 12 69 6.28025312728565
2013 9 9 720 F 9 72 7.2088067426723
2013 14 14 880 F 14 88 13.8111535029212
2013 13 12 800 F 13 80 10.1418609605819
2013 8 8 650 F 8 65 5.17541726142047
2013 11 10 580 M 11 58 3.57777309311576
2013 8 8 630 F 8 63 4.67702266680861
2013 10 10 710 F 10 71 6.8894276594403
2013 21 20 1030 M 15 100 22.9984571565534
2013 12 12 770 F 12 77 8.96057839996833
2013 16 16 740 M 15 74 7.87801614281138
2013 13 12 760 F 13 76 8.58899071880831
2013 26 25 810 M 15 81 10.5583864974726
2013 14 15 830 F 14 83 11.4266549642213
2013 28 20 930 M 15 93 16.5192698550825
2013 16 16 1050 F 15 100 24.4770696386549
2013 11 11 720 F 11 72 7.2088067426723
2013 NA NA 700 M NA 70 6.57996743281805
2013 NA 4 380 F 4 38 0.909085953634524
2013 NA 4 400 F 4 40 1.07344665337566
2013 7 6 600 F 7 60 3.99315479237928
2013 5 5 400 M 5 40 1.07344665337566
2013 NA 3 400 F 3 40 1.07344665337566
2013 NA 3 410 M 3 41 1.1628556041983
2013 NA 3 440 F 3 44 1.46181618586472
2013 7 7 620 F 7 62 4.44073817924345
2013 8 8 640 M 8 64 4.92185947783189
2013 13 13 700 M 13 70 6.57996743281805
2013 5 5 540 F 5 54 2.83832339091605
2013 10 10 590 M 10 59 3.7815218329537
2013 9 9 610 M 9 61 4.21283800732392
2013 9 9 610 M 9 61 4.21283800732392
2013 8 8 610 M 8 61 4.21283800732392
2013 8 7 610 F 8 61 4.21283800732392
2013 12 11 620 M 12 62 4.44073817924345
2013 9 9 650 F 9 65 5.17541726142047
2013 9 9 660 M 9 66 5.43786530034535
2013 10 10 670 M 10 67 5.70937350361754
2013 11 11 680 M 11 68 5.99011239926265
2013 16 13 730 M 15 73 7.53827820362566
2013 19 15 780 M 15 78 9.34313463667172
2013 9 11 800 F 9 80 10.1418609605819
2013 18 15 810 M 15 81 10.5583864974726
2013 8 8 630 F 8 63 4.67702266680861
2013 NA NA 520 M NA 52 2.51163732167706
2013 5 5 560 F 5 56 3.19326750770033
2013 13 12 640 M 13 64 4.92185947783189
2013 11 8 680 F 11 68 5.99011239926265
2013 NA NA 720 M NA 72 7.2088067426723
2013 10 10 820 F 10 82 10.9865914788831
2013 NA 3 390 M 3 39 0.988906932046717
2013 8 8 520 M 8 52 2.51163732167706
2013 7 6 600 M 7 60 3.99315479237928
2013 NA 4 470 M 4 47 1.81010244152883
2013 8 8 540 M 8 54 2.83832339091605
2013 8 8 550 F 8 55 3.01218199620338
2013 11 11 770 M 11 77 8.96057839996833
2013 9 9 620 M 9 62 4.44073817924345
2013 10 9 630 M 10 63 4.67702266680861
2013 9 9 640 M 9 64 4.92185947783189
2013 11 10 650 M 11 65 5.17541726142047
2013 9 9 660 F 9 66 5.43786530034535
2013 13 14 680 M 13 68 5.99011239926265
2013 8 8 700 F 8 70 6.57996743281805
2013 17 15 750 M 15 75 8.22819523409709
2013 16 13 760 F 15 76 8.58899071880831
2013 14 13 790 F 14 79 9.73683633858673
2013 15 15 890 F 15 89 14.3261573204744
2013 5 5 420 M 5 42 1.2572851768805
2013 4 4 420 F 4 42 1.2572851768805
2013 NA 4 460 M 4 46 1.68826831223838
2013 NA 5 490 F 5 49 2.07176930216352
2013 6 6 500 M 6 50 2.211917417832
2013 8 8 500 M 8 50 2.211917417832
2013 8 8 510 M 8 51 2.35848688194142
2013 5 5 520 M 5 52 2.51163732167706
2013 4 4 520 F 4 52 2.51163732167706
2013 5 5 530 M 5 53 2.67152911726058
2013 6 6 530 M 6 53 2.67152911726058
2013 NA 4 530 F 4 53 2.67152911726058
2013 7 7 540 M 7 54 2.83832339091605
2013 6 6 550 F 6 55 3.01218199620338
2013 8 8 560 M 8 56 3.19326750770033
2013 7 7 560 F 7 56 3.19326750770033
2013 8 7 570 M 8 57 3.38174321101546
2013 8 7 570 M 8 57 3.38174321101546
2013 7 7 570 M 7 57 3.38174321101546
2013 8 8 570 M 8 57 3.38174321101546
2013 8 8 580 M 8 58 3.57777309311576
2013 9 9 580 M 9 58 3.57777309311576
2013 9 10 590 M 9 59 3.7815218329537
2013 9 8 590 M 9 59 3.7815218329537
2013 7 7 590 F 7 59 3.7815218329537
2013 9 9 600 M 9 60 3.99315479237928
2013 8 8 600 M 8 60 3.99315479237928
2013 8 8 600 F 8 60 3.99315479237928
2013 7 8 600 F 7 60 3.99315479237928
2013 8 8 620 M 8 62 4.44073817924345
2013 10 10 640 M 10 64 4.92185947783189
2013 9 9 670 F 9 67 5.70937350361754
2013 13 13 770 M 13 77 8.96057839996833
2013 9 9 600 M 9 60 3.99315479237928
2013 9 9 650 M 9 65 5.17541726142047
2013 8 8 650 F 8 65 5.17541726142047
2013 9 9 680 M 9 68 5.99011239926265
2013 9 9 690 M 9 69 6.28025312728565
2013 6 6 700 F 6 70 6.57996743281805
2013 15 14 760 M 15 76 8.58899071880831
2013 9 9 790 F 9 79 9.73683633858673
2013 11 11 890 F 11 89 14.3261573204744
2013 10 9 790 M 10 79 9.73683633858673
2013 10 10 640 F 10 64 4.92185947783189
2013 10 10 670 F 10 67 5.70937350361754
2013 15 14 800 M 15 80 10.1418609605819
2013 NA 4 340 M 4 34 0.634012449325038
2013 NA 4 350 F 4 35 0.696444572404597
2013 NA NA 370 F NA 37 0.833834154955231
2013 8 8 520 M 8 52 2.51163732167706
2013 8 8 620 F 8 62 4.44073817924345
2013 NA NA 670 F NA 67 5.70937350361754
2013 10 10 690 F 10 69 6.28025312728565
2013 NA NA 690 F NA 69 6.28025312728565
2013 9 9 670 F 9 67 5.70937350361754
2013 9 9 640 F 9 64 4.92185947783189
2013 10 10 680 F 10 68 5.99011239926265
2013 8 8 770 F 8 77 8.96057839996833
2013 13 12 670 M 13 67 5.70937350361754
2013 12 11 760 F 12 76 8.58899071880831
2013 9 9 650 F 9 65 5.17541726142047
2013 5 5 480 F 5 48 1.93788367220863
2013 8 8 550 M 8 55 3.01218199620338
2013 8 8 560 M 8 56 3.19326750770033
2013 16 14 710 M 15 71 6.8894276594403
2013 15 14 790 F 15 79 9.73683633858673
2013 6 6 510 M 6 51 2.35848688194142
2013 7 7 530 M 7 53 2.67152911726058
2013 9 9 600 M 9 60 3.99315479237928
2013 19 17 830 M 15 83 11.4266549642213
2013 14 14 830 F 14 83 11.4266549642213
2013 9 9 640 F 9 64 4.92185947783189
2013 14 15 850 F 14 85 12.3430763038242
2013 14 13 700 M 14 70 6.57996743281805
2013 NA NA 820 M NA 82 10.9865914788831
2013 19 17 960 F 15 96 18.30901116466
2013 4 4 500 F 4 50 2.211917417832
2013 8 8 610 M 8 61 4.21283800732392
2013 9 9 640 M 9 64 4.92185947783189
2013 9 9 670 M 9 67 5.70937350361754
2013 10 10 680 F 10 68 5.99011239926265
2013 8 8 680 M 8 68 5.99011239926265
2013 14 14 730 M 14 73 7.53827820362566
2013 14 13 980 F 14 98 19.5739547362408
2013 5 5 490 M 5 49 2.07176930216352
2013 14 13 940 F 14 94 17.1017415990498
2013 14 13 720 M 14 72 7.2088067426723
2013 11 10 970 F 11 97 18.9341805234779
2013 14 14 970 F 14 97 18.9341805234779
2013 NA NA 580 F NA 58 3.57777309311576
2013 NA NA 600 F NA 60 3.99315479237928
2013 7 7 610 M 7 61 4.21283800732392
2013 12 11 710 M 12 71 6.8894276594403
2013 NA NA 800 M NA 80 10.1418609605819
2013 11 11 820 F 11 82 10.9865914788831
2013 NA NA 400 F NA 40 1.07344665337566
2013 NA 3 420 F 3 42 1.2572851768805
2013 8 8 510 M 8 51 2.35848688194142
2013 8 8 520 M 8 52 2.51163732167706
2013 7 6 520 M 7 52 2.51163732167706
2013 7 7 520 F 7 52 2.51163732167706
2013 5 5 520 F 5 52 2.51163732167706
2013 NA 3 520 F 3 52 2.51163732167706
2013 6 6 520 F 6 52 2.51163732167706
2013 8 7 530 M 8 53 2.67152911726058
2013 7 7 530 M 7 53 2.67152911726058
2013 5 5 530 F 5 53 2.67152911726058
2013 6 6 530 F 6 53 2.67152911726058
2013 8 8 540 M 8 54 2.83832339091605
2013 9 9 540 M 9 54 2.83832339091605
2013 10 10 550 M 10 55 3.01218199620338
2013 10 7 560 M 10 56 3.19326750770033
2013 8 7 560 F 8 56 3.19326750770033
2013 11 8 570 M 11 57 3.38174321101546
2013 10 10 570 M 10 57 3.38174321101546
2013 16 11 570 M 15 57 3.38174321101546
2013 NA NA 570 M NA 57 3.38174321101546
2013 8 8 580 M 8 58 3.57777309311576
2013 NA NA 580 F NA 58 3.57777309311576
2013 9 9 580 F 9 58 3.57777309311576
2013 6 6 580 F 6 58 3.57777309311576
2013 NA NA 590 M NA 59 3.7815218329537
2013 8 8 590 M 8 59 3.7815218329537
2013 8 8 590 F 8 59 3.7815218329537
2013 NA NA 600 M NA 60 3.99315479237928
2013 10 10 610 M 10 61 4.21283800732392
2013 8 8 610 M 8 61 4.21283800732392
2013 8 8 610 F 8 61 4.21283800732392
2013 8 8 620 M 8 62 4.44073817924345
2013 8 8 620 M 8 62 4.44073817924345
2013 9 9 620 M 9 62 4.44073817924345
2013 8 7 630 M 8 63 4.67702266680861
2013 9 8 630 M 9 63 4.67702266680861
2013 NA NA 640 M NA 64 4.92185947783189
2013 9 9 660 F 9 66 5.43786530034535
2013 9 9 670 M 9 67 5.70937350361754
2013 11 11 680 M 11 68 5.99011239926265
2013 15 12 700 M 15 70 6.57996743281805
2013 NA 2 280 M 2 28 0.337985536658103
2013 NA 2 290 M 2 29 0.378682824411569
2013 NA 2 290 F 2 29 0.378682824411569
2013 NA 2 300 M 2 30 0.422648137748139
2013 NA 2 320 F 2 32 0.520945180120153
2013 NA 3 330 M 3 33 0.575560869040784
2013 10 10 360 M 10 36 0.763002914635643
2013 NA 3 360 M 3 36 0.763002914635643
2013 NA 3 390 M 3 39 0.988906932046717
2013 3 3 390 F 3 39 0.988906932046717
2013 4 4 390 F 4 39 0.988906932046717
2013 NA 3 390 F 3 39 0.988906932046717
2013 3 3 440 M 3 44 1.46181618586472
2013 5 5 450 M 5 45 1.57222478772641
2013 4 4 490 M 4 49 2.07176930216352
2013 5 5 550 F 5 55 3.01218199620338
2013 5 5 570 M 5 57 3.38174321101546
2013 8 8 600 M 8 60 3.99315479237928
2013 7 7 600 F 7 60 3.99315479237928
2013 7 7 650 F 7 65 5.17541726142047
2013 9 8 790 F 9 79 9.73683633858673
2013 10 10 870 F 10 87 13.3090934029129
