"","TMB multi-spp re","TMB multi-spp re","TMB multi-spp re","TMB single-spp re","TMB single-spp re","TMB single-spp re"
"1",0.100925570113321,0.0656359578709381,0.136215182355704,0.0815476694933947,0.0541341004487786,0.108961238538011
"2",0.12351669277335,0.0870473241048547,0.159986061441845,0.0848816225557134,0.0609306642781901,0.108832580833237
"3",0.2977311572074,0.250337890042859,0.345124424371941,0.184856018970512,0.156869631905309,0.212842406035714
"4",0.0719653064303637,0.0442005929985818,0.0997300198621456,0.0466196890047623,0.0297843778454981,0.0634550001640265
"5",0.111728463009504,0.0752582334443869,0.148198692574621,0.0693494234539691,0.0475840268883263,0.0911148200196119
"6",0.263424990227405,0.203596275017198,0.323253705437611,0.169469004578474,0.132226755247748,0.2067112539092
"7",0.445493958883888,0.368034723740429,0.522953194027346,0.281689734776545,0.234340157480707,0.329039312072384
"8",0.305703420830804,0.235772400914844,0.375634440746764,0.178134924552909,0.137784416918227,0.218485432187592
"9",0.330286111299344,0.256258063050013,0.404314159548675,0.19236360355268,0.150832224193581,0.23389498291178
"10",0.220179054300981,0.154630255598214,0.285727853003749,0.131110000656997,0.0927683224001431,0.169451678913851
"11",0.28908607316591,0.208688264577566,0.369483881754255,0.154433647278604,0.11362514911647,0.195242145440738
"12",0.322326271913535,0.258457723995777,0.386194819831293,0.238202748081137,0.190529970170581,0.285875525991694
"13",0.418284123105952,0.342086075344532,0.494482170867371,0.295699952194799,0.242763442102853,0.348636462286745
"14",0.523283842314056,0.439259800538999,0.607307884089113,0.375779629878381,0.315883540340734,0.435675719416028
"15",0.529156532603914,0.445544099074092,0.612768966133736,0.381129119780695,0.321321830523379,0.440936409038012
"16",0.249587261691271,0.180691554419664,0.318482968962878,0.169170467666263,0.123215655454063,0.215125279878462
"17",0.308096067051097,0.231958886659212,0.384233247442982,0.202205082396169,0.153008948836402,0.251401215955937
"18",0.405406472958247,0.318593689611942,0.492219256304552,0.24826272961904,0.196487933623463,0.300037525614616
"19",0.26800554444479,0.199817950816918,0.336193138072661,0.180307218165885,0.134610234050617,0.226004202281154
"20",0.262078984573296,0.191512762203385,0.332645206943206,0.174830086137833,0.128725665981866,0.220934506293799
"21",0.400351650955159,0.320146025833521,0.480557276076798,0.277775373303233,0.222744502723218,0.332806243883247
"22",0.292250870347282,0.212070669733012,0.372431070961551,0.199170632524466,0.145120640932935,0.253220624115997
"23",0.351180363185196,0.267154901366961,0.435205825003432,0.249404939993857,0.190114982687775,0.308694897299939
"24",0.428037422190219,0.334885594911446,0.521189249468992,0.306472341810884,0.239981633423572,0.372963050198196
"25",0.540778985835484,0.426652203112522,0.654905768558446,0.329795952937189,0.2616887827109,0.397903123163478
"26",0.387365681372832,0.295562155528105,0.479169207217559,0.262661225543548,0.200886466973869,0.324435984113227
"27",0.260238838006258,0.178238748455023,0.342238927557494,0.17683227991121,0.122996649165221,0.230667910657199
"28",0.373692595358836,0.290089513188901,0.457295677528772,0.257466762670117,0.200459986756225,0.31447353858401
"29",0.285190790085893,0.212484192247336,0.357897387924449,0.208246605745475,0.155523188207519,0.26097002328343
"30",0.249714733735982,0.177920611597775,0.32150885587419,0.178389198152103,0.128109121848797,0.228669274455409
"31",0.320116212383024,0.245124296658916,0.395108128107132,0.234115689140628,0.178923256811385,0.28930812146987
"32",0.277568100329314,0.195592435267988,0.35954376539064,0.173931373925321,0.123539315482951,0.22432343236769
"33",0.185459924594897,0.115487804450433,0.25543204473936,0.122635938053828,0.0772945583190711,0.167977317788585
"34",0.332608203329722,0.23648708561121,0.428729321048235,0.212616005613448,0.151892490775687,0.273339520451209
"35",0.304012444123706,0.205675841084421,0.402349047162991,0.208523011363445,0.140939071853691,0.276106950873198
"36",0.24272527042633,0.1447985541368,0.34065198671586,0.158528989895736,0.0955130029299753,0.221544976861496
"37",0.199429449728408,0.0834008628290443,0.315458036627771,0.114789248044349,0.0523478955765401,0.177230600512158
"38",0.337346050304605,0.108074147124704,0.566617953484507,0.188623868659771,0.0706943231026109,0.30655341421693
"39",0.225769773864491,-0.0143185123363437,0.465858060065326,0.15923001471302,0.013440034967676,0.305019994458365
