"","TMB multi-spp re","TMB multi-spp re","TMB multi-spp re","TMB single-spp re","TMB single-spp re","TMB single-spp re"
"1",0.875437136307141,0.636995097576941,1.11387917503734,0.773069844652572,0.554019813623741,0.992119875681402
"2",0.524416137631776,0.32319416772524,0.725638107538311,0.430229181071313,0.260446962591835,0.600011399550792
"3",0.520949752300755,0.326432522299694,0.715466982301816,0.346810593695032,0.205101037006025,0.48852015038404
"4",0.598957813222636,0.38253805985762,0.815377566587652,0.397549261389759,0.263990948723998,0.531107574055521
"5",1.22952133808849,1.03180254288309,1.42724013329389,0.792408997020391,0.661748073746173,0.923069920294609
"6",0.586936077367078,0.399239141895726,0.77463301283843,0.364376921082483,0.251477720726006,0.47727612143896
"7",1.0235662905554,0.850100921083642,1.19703166002716,0.719868937166713,0.599108753817397,0.840629120516029
"8",0.486570964675371,0.347909469659311,0.625232459691431,0.310546974702632,0.221884453334137,0.399209496071128
"9",0.333797025056277,0.218554988561422,0.449039061551133,0.196802500850387,0.127000420763911,0.266604580936864
"10",0.314462822039218,0.188541074417618,0.440384569660818,0.180889271262594,0.108792294031636,0.252986248493552
"11",0.825421119076096,0.653009136350948,0.997833101801244,0.497281375014061,0.393992550577389,0.600570199450734
"12",1.18613270476788,0.993971112297795,1.37829429723796,0.786316319228489,0.660253482492213,0.912379155964766
"13",0.681601090206989,0.536333406266265,0.826868774147713,0.545855356061509,0.426490180109241,0.665220532013777
"14",0.67691014518239,0.530773149444821,0.82304714091996,0.546254090485725,0.426797404751774,0.665710776219676
"15",0.820998690246872,0.683500601345652,0.958496779148092,0.674028673268414,0.56036483591521,0.787692510621617
"16",0.333864373247521,0.222760510150736,0.444968236344306,0.242436529624839,0.159666543824646,0.325206515425032
"17",0.437982472459008,0.3175398036237,0.558425141294316,0.311794088400611,0.225517633856575,0.398070542944646
"18",0.660438002296396,0.512336652569725,0.808539352023067,0.461938905289763,0.357071821354114,0.566805989225412
"19",1.00549318341834,0.839889760714939,1.17109660612174,0.720052413818514,0.601412968673747,0.83869185896328
"20",0.51963699554583,0.376420553443108,0.662853437648552,0.378253961034445,0.272651584338864,0.483856337730025
"21",0.609608615224306,0.472301742692524,0.746915487756087,0.492452070587141,0.378006020383683,0.606898120790598
"22",0.954180095026118,0.801745445983802,1.10661474406843,0.716828338654256,0.601938887988232,0.83171778932028
"23",0.396709746681853,0.291780835756908,0.501638657606798,0.31013714298146,0.226839761215365,0.393434524747554
"24",0.377879502916365,0.288897630329488,0.466861375503243,0.284910313410777,0.215592380232602,0.354228246588952
"25",0.337123483657772,0.253524795167812,0.420722172147731,0.245034940107972,0.183718504744401,0.306351375471542
"26",0.400831376453858,0.316232151065867,0.485430601841849,0.27426315835051,0.215790446730871,0.332735869970149
"27",0.290524572238775,0.202458128495007,0.378591015982544,0.199535347349389,0.138886256696619,0.260184438002159
"28",0.501206407707191,0.402828720800261,0.599584094614122,0.388232729069191,0.310565377542069,0.465900080596312
"29",0.944008738868875,0.808012744881668,1.08000473285608,0.735277439416342,0.629991920518494,0.84056295831419
"30",0.65083676209313,0.504306779792784,0.797366744393476,0.514992482184102,0.395677865023988,0.634307099344217
"31",1.16755997508029,0.999145822203031,1.33597412795756,0.972043935818661,0.831414136112955,1.11267373552437
"32",0.455136393667918,0.293057360262161,0.617215427073675,0.340152394711184,0.215730288243182,0.464574501179185
"33",1.0577173785094,0.849789089283741,1.26564566773506,0.759505476694566,0.60959535128078,0.909415602108352
"34",1.12446204789688,0.921341211983371,1.32758288381038,0.80892749545062,0.66218120044615,0.95567379045509
"35",0.851927606136051,0.666590509906585,1.03726470236552,0.649033129534271,0.504984328138604,0.793081930929938
"36",0.592835106257024,0.413405905511288,0.77226430700276,0.419267176222465,0.290028348587267,0.548506003857664
"37",0.231268665118804,0.122466321777988,0.34007100845962,0.152763167092866,0.0790902891538179,0.226436045031915
"38",0.287694324576046,0.146127986211216,0.429260662940876,0.172013584522197,0.0859538261382899,0.258073342906105
"39",0.174972951458986,0.0369647821369664,0.312981120781006,0.116403103991394,0.0218081839080533,0.210998024074735
