"","TMB pl Avg N","TMB pl Avg N","TMB pl Avg N","TMB pl N","TMB pl N","TMB pl N"
"1",77.1027521456048,71.3933170278083,82.8121872634013,71.0487216628623,65.8494077591487,76.2480355665759
"2",41.0950080302997,36.4496663335303,45.7403497270692,35.8222731696717,31.7613362704216,39.8832100689218
"3",60.311659438669,53.6013639793557,67.0219548979823,50.4942620057737,44.9128009452397,56.0757230663077
"4",41.181049123495,36.0225285256616,46.3395697213284,33.4606556053065,29.1636479887209,37.7576632218921
"5",129.235373430111,119.391592379225,139.079154480997,107.557062535491,99.3920814288093,115.722043642174
"6",43.6846383988692,37.4932874895278,49.8759893082105,34.6786672815764,29.7330294153524,39.6243051478004
"7",104.178885233487,95.8977262677441,112.460044199229,84.6024483057545,77.7628714346637,91.4420251768453
"8",56.6095415522655,50.1180006430737,63.1010824614572,44.9531586097165,39.7066062276182,50.1997109918148
"9",35.8226750817854,30.2212312523541,41.4241189112167,27.5695548769001,23.1864597010794,31.9526500527208
"10",22.455697553472,18.0994219110938,26.8119731958502,17.8978217985272,14.40537455316,21.3902690438944
"11",38.7193329565415,33.7657549926515,43.6729109204315,30.8413937130244,26.8043522776246,34.8784351484242
"12",104.835926633965,98.3991154297863,111.272737838144,93.4881150326205,87.7289540038352,99.2472760614058
"13",52.5601486744696,47.7709750149657,57.3493223339734,45.897983516236,41.6740566835096,50.1219103489624
"14",33.69759791811,30.1672236696402,37.2279721665799,29.3932592145122,26.2290903993396,32.5574280296847
"15",73.902037719115,68.0922106238894,79.7118648143406,63.5126047468998,58.4522819552552,68.5729275385445
"16",32.0982363382912,28.0311340484399,36.1653386281425,26.5409849302925,23.1017474379703,29.9802224226147
"17",27.2743298250802,23.4216237535139,31.1270358966466,22.4594713394895,19.2112246290336,25.7077180499453
"18",53.6441093418604,48.5509311037919,58.7372875799288,45.7869171864841,41.3673008494882,50.2065335234801
"19",74.0414800942918,68.3191949087846,79.7637652797991,63.7127577480485,58.7168215795077,68.7086939165894
"20",39.7621844660684,35.2713837470366,44.2529851851002,32.5050926016646,28.7448985602172,36.265286643112
"21",33.1147867003478,29.5517788238446,36.6777945768509,27.6395139479047,24.5640607205089,30.7149671753005
"22",51.0824151003277,46.6520222856562,55.5128079149992,42.4140495533594,38.6115846127114,46.2165144940074
"23",69.2839897208314,64.4552860029758,74.112693438687,59.3907028290723,55.1252577798889,63.6561478782558
"24",47.7067797830973,43.5234795131409,51.8900800530536,40.543527848619,36.9015162543383,44.1855394428997
"25",39.2113087849921,35.2019764338808,43.2206411361033,32.6074557656144,29.1896573738402,36.0252541573886
"26",19.6539214790453,16.8241810578297,22.4836619002609,16.2679000460393,13.8712339326671,18.6645661594115
"27",14.5139745922464,11.966392723011,17.0615564614817,12.0074156484791,9.86942565401036,14.1454056429479
"28",29.282681789826,26.3071391297941,32.258224449858,24.9507212017754,22.3048477341626,27.5965946693882
"29",57.2198294335585,53.1222144336292,61.3174444334879,50.483227954479,46.7150982775091,54.2513576314489
"30",24.4888345229791,21.5761125868496,27.4015564591087,21.0485122122775,18.4303562967078,23.6666681278472
"31",81.6988445016306,76.3456680391947,87.0520209640665,73.7142362617823,68.7207185861204,78.7077539374442
"32",44.5595631339854,39.8826741734909,49.2364520944798,37.6689143921579,33.5234723720424,41.8143564122733
"33",30.6238710432183,26.0141558774411,35.2335862089954,26.0728479653911,22.0327073436909,30.1129885870913
"34",24.0320688704841,19.5448727698762,28.519264971092,20.3888831368798,16.472432278087,24.3053339956727
"35",112.875576916623,101.03129816203,124.719855671217,99.9243262780633,89.0101482766396,110.838504279487
"36",62.4767408786443,49.865923907439,75.0875578498497,51.5272589719187,40.7499236185698,62.3045943252677
"37",35.3963908009787,21.6613932229331,49.1313883790244,27.5690650296489,16.6281648190302,38.5099652402675
"38",21.1328592027845,8.93052189634565,33.3351965092234,18.0072729716297,7.7477391824177,28.2668067608417
"39",24.6722966592388,6.31496228205159,43.0296310364261,20.6899839899882,5.13254606665772,36.2474219133186
