"","TMB multi-spp re","TMB multi-spp re","TMB multi-spp re","TMB single-spp re","TMB single-spp re","TMB single-spp re"
"1",77.2032781119333,71.4482854491774,82.9582707746891,93.1768726237471,86.5482516608373,99.8054935866569
"2",41.327728130789,36.6316929800466,46.0237632815314,37.6750444433244,33.3421558733652,42.0079330132836
"3",60.9811906476305,54.1540436520201,67.8083376432409,40.6979615999632,36.274571735107,45.1213514648194
"4",41.5631752462853,36.3282708791308,46.7980796134399,22.6368462735844,19.3982469283948,25.875445618774
"5",130.713219835696,120.69914883194,140.727290839453,71.766715083917,65.9634609563006,77.5699692115335
"6",44.1586668699158,37.8690862410945,50.4482474987371,19.3688908806815,16.3976247863887,22.3401569749742
"7",105.22359795895,96.8160178506228,113.631178067278,49.8498636006729,45.2197338640553,54.4799933372905
"8",57.173398864559,50.593573873102,63.753223856016,23.6272528927483,20.4910097570493,26.7634960284473
"9",36.1269430241031,30.4388768172476,41.8150092309587,12.3525885339288,10.1207932465159,14.5843838213418
"10",22.4354258670115,18.0180495476337,26.8528021863893,8.40937866501153,6.57373347116511,10.2450238588579
"11",38.9680054368912,33.9544636118277,43.9815472619547,16.8573640982397,14.2625503550581,19.4521778414212
"12",105.548852221372,99.0320212890393,112.065683153705,76.5505531272783,71.1064128569427,81.9946933976139
"13",52.9851775363435,48.1376594671092,57.8326956055778,37.7933917181852,33.9529329618828,41.6338504744876
"14",33.9063773318003,30.3382693537141,37.4744853098865,27.2370470120893,23.9468382725875,30.527255751591
"15",74.664683378686,68.767340418223,80.562026339149,54.7789095975995,50.0710169396426,59.4868022555564
"16",32.3368884360434,28.2179259305101,36.4558509415767,18.736444060259,16.0255654603513,21.4473226601667
"17",27.4009557767582,23.502493110126,31.2994184433904,14.8022316957549,12.375962991014,17.2285004004957
"18",54.0938907761129,48.9381364310489,59.2496451211768,32.6775429921348,29.1245828676585,36.230503116611
"19",74.6125775535899,68.8238480221073,80.4013070850726,48.2422611236735,43.9504696225515,52.5340526247955
"20",40.041648217228,35.4982231331899,44.5850733012661,22.6253840452844,19.6704979442682,25.5802701463005
"21",33.2469959126805,29.6537206015865,36.8402712237745,23.0340456263445,20.1167583798808,25.9513328728081
"22",51.3883658638445,46.9156815817299,55.8610501459591,33.7333026193737,30.2649232780364,37.201681960711
"23",69.7028471660045,64.8261456492366,74.5795486827725,49.8212518105022,45.7193911854093,53.923112435595
"24",47.9946850279856,43.7713415439645,52.2180285120067,31.1971569245067,28.0457096353843,34.348604213629
"25",39.4623763493014,35.4092940612928,43.51545863731,21.3476711248256,18.8078619216393,23.887480328012
"26",19.6428014135684,16.7875222542064,22.4980805729304,10.273409173271,8.55877160542953,11.9880467411124
"27",14.4030241317692,11.832743166658,16.9733050968803,7.39493663666841,5.92723914136616,8.86263413197066
"28",29.3450320084243,26.3496522400141,32.3404117768346,19.3094520151976,16.8637223368177,21.7551816935775
"29",57.45809257606,53.3305063747411,61.5856787773788,45.8302255975614,41.7670306619156,49.8934205332071
"30",24.5025511642918,21.570493695063,27.4346086335207,18.9138604968809,16.162252023962,21.6654689697999
"31",82.1805274211624,76.7770968592193,87.5839579831056,76.9035816775981,70.8646978540292,82.942465501167
"32",44.8893362718839,40.1618503593029,49.6168221844649,31.3544278284141,27.2840106048798,35.4248450519485
"33",30.8286491282782,26.1570324807756,35.5002657757808,20.0488172831391,16.528441880598,23.5691926856801
"34",24.0660083571873,19.5179647072828,28.6140520070917,16.0092355518451,12.5193175581043,19.499153545586
"35",114.244028058759,102.188560283756,126.299495833762,83.9014119680653,72.7745727077138,95.0282512284169
"36",63.6404321960941,50.7256129051412,76.5552514870471,33.366035619556,25.2561005501503,41.4759706889617
"37",35.7002532434611,21.3746777119038,50.0258287750183,15.9388100806452,8.69695912299101,23.1806610382994
"38",19.4472536322894,6.72611362060078,32.1683936439779,12.1474703285505,4.54329833883753,19.7516423182635
"39",22.0808761129753,2.20826945364386,41.9534827723068,17.1997128116653,2.87952340059014,31.5199022227405
