# sex ratio
0.5	0.537429845	0.574442517	0.610639234	0.645656306	0.679178699	0.710949503	0.740774899	0.768524783	0.794129628	0.817574476	0.83889105	0.858148935	0.875446642	0.890903179	0.904650535	0.916827304	0.927573515	0.937026644	0.945318683	0.970345797
# age-size Female
0.999911555	8.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001719052	0.487467203	0.43332006	0.075450186	0.002035714	7.78E-06	3.98E-09	2.64E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.65E-08	0.000385447	0.009677449	0.089346165	0.303486255	0.383275882	0.180373416	0.031411607	0.001997662	4.57E-05	3.72E-07	1.06E-09	1.06E-12	0	0	0	0	0	0	0	0	0	0	0	0
9.57E-12	1.97E-07	1.04E-05	0.000290871	0.00423175	0.032291393	0.129689392	0.274941462	0.308221244	0.182764839	0.057251357	0.009449845	0.000819153	3.77E-05	3.14E-07	2.60E-10	4.90E-14	0	0	0	0	0	0	0	0
4.71E-14	6.05E-10	3.39E-08	1.21E-06	2.74E-05	0.000393175	0.003570323	0.020576444	0.075341894	0.175434442	0.259958789	0.245214515	0.147237659	0.061963572	0.009867466	0.000406863	6.13E-06	3.33E-08	6.49E-11	4.50E-14	0	0	0	0	0
1.33E-15	8.99E-12	4.35E-10	1.51E-08	3.70E-07	6.44E-06	7.94E-05	0.000694551	0.004307372	0.018957546	0.059235128	0.131449176	0.207224998	0.285041596	0.217283286	0.065665252	0.009400545	0.000633955	2.00E-05	2.94E-07	2.01E-09	6.31E-12	9.10E-15	0	0
1.11E-16	4.30E-13	1.70E-11	5.18E-10	1.21E-08	2.13E-07	2.88E-06	2.96E-05	0.00023131	0.001379048	0.006266133	0.021703305	0.057309296	0.15449399	0.293680456	0.274912721	0.142310529	0.04068736	0.006410914	0.000555222	2.64E-05	6.84E-07	9.67E-09	7.46E-11	4.36E-14
0	4.81E-14	1.53E-12	4.02E-11	8.40E-10	1.41E-08	1.88E-07	2.01E-06	1.72E-05	0.000117908	0.000646129	0.002833434	0.009943919	0.03963768	0.130752555	0.242185787	0.275104306	0.191670967	0.081876385	0.021425081	0.003430136	0.000335517	2.00E-05	7.40E-07	4.09E-09
0	9.99E-15	2.61E-13	5.83E-12	1.08E-10	1.65E-09	2.10E-08	2.20E-07	1.92E-06	1.39E-05	8.29E-05	0.000410579	0.001686077	0.008449896	0.039053019	0.11070938	0.207356015	0.256697514	0.210068248	0.113625418	0.04060693	0.009582163	0.00149192	0.000159974	4.00E-06
0	3.33E-15	7.14E-14	1.37E-12	2.24E-11	3.11E-10	3.67E-09	3.68E-08	3.14E-07	2.28E-06	1.41E-05	7.39E-05	0.000329848	0.001886742	0.010721911	0.03981457	0.103301449	0.187339669	0.2375283	0.210574804	0.130520854	0.056552815	0.017123035	0.003929048	0.000286364
