"","TMB dummy","TMB dummy","TMB dummy","TMB multi-spp pl","TMB multi-spp pl","TMB multi-spp pl","TMB multi-spp re","TMB multi-spp re","TMB multi-spp re","ADMB multi-spp","ADMB multi-spp","ADMB multi-spp"
"1",0.101950012847443,0.101950012847443,0.101950012847443,0.101937394480474,0.0669222415546909,0.136952547406258,0.100925570113321,0.0656359578709381,0.136215182355704,0.10195,NA,NA
"2",0.123499026612722,0.123499026612722,0.123499026612722,0.123480861599451,0.0871442433569845,0.159817479841918,0.12351669277335,0.0870473241048547,0.159986061441845,0.123499,NA,NA
"3",0.297102250350848,0.297102250350848,0.297102250350848,0.297028237612817,0.25008938077086,0.343967094454775,0.2977311572074,0.250337890042859,0.345124424371941,0.297102,NA,NA
"4",0.0720476721389519,0.0720476721389519,0.0720476721389519,0.0720242865414194,0.0450133589958641,0.0990352140869747,0.0719653064303637,0.0442005929985818,0.0997300198621456,0.0720477,NA,NA
"5",0.11255203326228,0.11255203326228,0.11255203326228,0.112499105836255,0.0760204910449338,0.148977720627576,0.111728463009504,0.0752582334443869,0.148198692574621,0.112552,NA,NA
"6",0.263135376096917,0.263135376096917,0.263135376096917,0.263066522744734,0.203387227773208,0.32274581771626,0.263424990227405,0.203596275017198,0.323253705437611,0.263135,NA,NA
"7",0.447492359401013,0.447492359401013,0.447492359401013,0.447299884787902,0.369652705943786,0.524947063632017,0.445493958883888,0.368034723740429,0.522953194027346,0.447492,NA,NA
"8",0.305472230980222,0.305472230980222,0.305472230980222,0.30536892852339,0.2354312653175,0.375306591729281,0.305703420830804,0.235772400914844,0.375634440746764,0.305472,NA,NA
"9",0.331370719224574,0.331370719224574,0.331370719224574,0.331268214869782,0.257180418761356,0.405356010978207,0.330286111299344,0.256258063050013,0.404314159548675,0.331371,NA,NA
"10",0.219569159105103,0.219569159105103,0.219569159105103,0.219509229056942,0.154092977503476,0.284925480610407,0.220179054300981,0.154630255598214,0.285727853003749,0.219569,NA,NA
"11",0.290440608224015,0.290440608224015,0.290440608224015,0.290294844097093,0.209781097241524,0.370808590952663,0.28908607316591,0.208688264577566,0.369483881754255,0.290441,NA,NA
"12",0.322198904621829,0.322198904621829,0.322198904621829,0.322124723683177,0.258293590996214,0.38595585637014,0.322326271913535,0.258457723995777,0.386194819831293,0.322199,NA,NA
