"","TMB dummy","TMB dummy","TMB dummy","TMB single spp pl","TMB single spp pl","TMB single spp pl","TMB single spp re","TMB single spp re","TMB single spp re","ADMB single spp","ADMB single spp","ADMB single spp"
"1",0.0807354184417981,0.0807354184417981,0.0807354184417981,0.0807185533127609,0.0525712355145726,0.108865871110949,0.0815476694933947,0.0541341004487786,0.108961238538011,0.0807354,NA,NA
"2",0.0833423385809596,0.0833423385809596,0.0833423385809596,0.0834475918883659,0.0591033230666075,0.107791860710124,0.0848816225557134,0.0609306642781901,0.108832580833237,0.0833423,NA,NA
"3",0.185865152426713,0.185865152426713,0.185865152426713,0.186836584604569,0.15865647255166,0.215016696657479,0.184856018970512,0.156869631905309,0.212842406035714,0.185865,NA,NA
"4",0.0450977355749764,0.0450977355749764,0.0450977355749764,0.0438189134523466,0.0272359971120298,0.0604018297926635,0.0466196890047623,0.0297843778454981,0.0634550001640265,0.0450977,NA,NA
"5",0.067055436557818,0.067055436557818,0.067055436557818,0.0681211895288102,0.0460624842011248,0.0901798948564956,0.0693494234539691,0.0475840268883263,0.0911148200196119,0.0670554,NA,NA
"6",0.169489226039296,0.169489226039296,0.169489226039296,0.170104131199499,0.132443426957467,0.20776483544153,0.169469004578474,0.132226755247748,0.2067112539092,0.169489,NA,NA
"7",0.280576335347372,0.280576335347372,0.280576335347372,0.2830825079617,0.235383196291706,0.330781819631693,0.281689734776545,0.234340157480707,0.329039312072384,0.280576,NA,NA
"8",0.179839944637632,0.179839944637632,0.179839944637632,0.177370938209707,0.136646275426839,0.218095600992574,0.178134924552909,0.137784416918227,0.218485432187592,0.17984,NA,NA
"9",0.190230773451269,0.190230773451269,0.190230773451269,0.193693508768464,0.151568072497378,0.235818945039549,0.19236360355268,0.150832224193581,0.23389498291178,0.190231,NA,NA
"10",0.132955631746974,0.132955631746974,0.132955631746974,0.129717170577975,0.0906769650136204,0.16875737614233,0.131110000656997,0.0927683224001431,0.169451678913851,0.132956,NA,NA
"11",0.151283961397833,0.151283961397833,0.151283961397833,0.154734399720016,0.113211573046535,0.196257226393497,0.154433647278604,0.11362514911647,0.195242145440738,0.151284,NA,NA
"12",0.240876749554452,0.240876749554452,0.240876749554452,0.238820772388613,0.190698906379758,0.286942638397467,0.238202748081137,0.190529970170581,0.285875525991694,0.240877,NA,NA
"13",0.294078267166683,0.294078267166683,0.294078267166683,0.296940126115155,0.243658431307709,0.350221820922602,0.295699952194799,0.242763442102853,0.348636462286745,0.294078,NA,NA
"14",0.375064603209418,0.375064603209418,0.375064603209418,0.377328045990534,0.317144303860208,0.437511788120861,0.375779629878381,0.315883540340734,0.435675719416028,0.375065,NA,NA
"15",0.383046683055635,0.383046683055635,0.383046683055635,0.383129739667019,0.323004050478734,0.443255428855305,0.381129119780695,0.321321830523379,0.440936409038012,0.383047,NA,NA
"16",0.168107683105421,0.168107683105421,0.168107683105421,0.168445861264185,0.121897067130746,0.214994655397624,0.169170467666263,0.123215655454063,0.215125279878462,0.168108,NA,NA
"17",0.201596907099886,0.201596907099886,0.201596907099886,0.202615797584104,0.152802708479406,0.252428886688803,0.202205082396169,0.153008948836402,0.251401215955937,0.201597,NA,NA
"18",0.248996847918642,0.248996847918642,0.248996847918642,0.249424454273898,0.197109440655774,0.301739467892022,0.24826272961904,0.196487933623463,0.300037525614616,0.248997,NA,NA
"19",0.180055208513114,0.180055208513114,0.180055208513114,0.180181898703556,0.133858451713053,0.226505345694058,0.180307218165885,0.134610234050617,0.226004202281154,0.180055,NA,NA
"20",0.1740426146074,0.1740426146074,0.1740426146074,0.174410061555036,0.127676235032888,0.221143888077184,0.174830086137833,0.128725665981866,0.220934506293799,0.174043,NA,NA
"21",0.279745147843374,0.279745147843374,0.279745147843374,0.279365187996255,0.223806932527133,0.334923443465376,0.277775373303233,0.222744502723218,0.332806243883247,0.279745,NA,NA
"22",0.19840170789927,0.19840170789927,0.19840170789927,0.198731338117885,0.143971845508739,0.253490830727032,0.199170632524466,0.145120640932935,0.253220624115997,0.198402,NA,NA
"23",0.251185841083542,0.251185841083542,0.251185841083542,0.250056665053669,0.190128377896494,0.309984952210843,0.249404939993857,0.190114982687775,0.308694897299939,0.251186,NA,NA
"24",0.307118473771743,0.307118473771743,0.307118473771743,0.307568201729949,0.240542654022048,0.37459374943785,0.306472341810884,0.239981633423572,0.372963050198196,0.307118,NA,NA
"25",0.331646392891976,0.331646392891976,0.331646392891976,0.330889191747817,0.262279708790619,0.399498674705016,0.329795952937189,0.2616887827109,0.397903123163478,0.331646,NA,NA
"26",0.264962773088681,0.264962773088681,0.264962773088681,0.26380351163628,0.201331434783412,0.326275588489149,0.262661225543548,0.200886466973869,0.324435984113227,0.264963,NA,NA
"27",0.174716585173729,0.174716585173729,0.174716585173729,0.176018371318884,0.121302672451527,0.23073407018624,0.17683227991121,0.122996649165221,0.230667910657199,0.174717,NA,NA
"28",0.261228643552005,0.261228643552005,0.261228643552005,0.258748442358658,0.201085935953476,0.316410948763841,0.257466762670117,0.200459986756225,0.31447353858401,0.261229,NA,NA
"29",0.209251104013676,0.209251104013676,0.209251104013676,0.208563281113165,0.155127422104978,0.261999140121352,0.208246605745475,0.155523188207519,0.26097002328343,0.209251,NA,NA
"30",0.178480035074433,0.178480035074433,0.178480035074433,0.177875257821834,0.126830044854901,0.228920470788767,0.178389198152103,0.128109121848797,0.228669274455409,0.17848,NA,NA
"31",0.236253065354012,0.236253065354012,0.236253065354012,0.235429743733426,0.179462310471337,0.291397176995514,0.234115689140628,0.178923256811385,0.28930812146987,0.236253,NA,NA
"32",0.174039255860193,0.174039255860193,0.174039255860193,0.17426177585225,0.122876595183523,0.225646956520977,0.173931373925321,0.123539315482951,0.22432343236769,0.174039,NA,NA
"33",0.120262804049986,0.120262804049986,0.120262804049986,0.120233170818795,0.0739999885261802,0.166466353111409,0.122635938053828,0.0772945583190711,0.167977317788585,0.120263,NA,NA
"34",0.214188155016795,0.214188155016795,0.214188155016795,0.214127936851455,0.152305486981045,0.275950386721865,0.212616005613448,0.151892490775687,0.273339520451209,0.214188,NA,NA
"35",0.209205172506679,0.209205172506679,0.209205172506679,0.209250059330053,0.14024977670572,0.278250341954386,0.208523011363445,0.140939071853691,0.276106950873198,0.209205,NA,NA
"36",0.158069406122098,0.158069406122098,0.158069406122098,0.158081255705723,0.0932723651904568,0.22289014622099,0.158528989895736,0.0955130029299753,0.221544976861496,0.158069,NA,NA
"37",0.109592457387456,0.109592457387456,0.109592457387456,0.109630642103223,0.0456171676506899,0.173644116555756,0.114789248044349,0.0523478955765401,0.177230600512158,0.109592,NA,NA
"38",0.192310965156874,0.192310965156874,0.192310965156874,0.192361341051776,0.0636827099886581,0.321039972114894,0.188623868659771,0.0706943231026109,0.30655341421693,0.192311,NA,NA
"39",0.155125901150591,0.155125901150591,0.155125901150591,0.155466846796246,-0.0159459244260316,0.326879618018524,0.15923001471302,0.013440034967676,0.305019994458365,0.155126,NA,NA
