"","TMB dummy","TMB multi-spp pl","TMB multi-spp re","ADMB multi-spp"
"1",0.101950012847443,0.136952547406258,0.136215182355704,NA
"2",0.123499026612722,0.159817479841918,0.159986061441845,NA
"3",0.297102250350848,0.343967094454775,0.345124424371941,NA
"4",0.0720476721389519,0.0990352140869747,0.0997300198621456,NA
"5",0.11255203326228,0.148977720627576,0.148198692574621,NA
"6",0.263135376096917,0.32274581771626,0.323253705437611,NA
"7",0.447492359401013,0.524947063632017,0.522953194027346,NA
"8",0.305472230980222,0.375306591729281,0.375634440746764,NA
"9",0.331370719224574,0.405356010978207,0.404314159548675,NA
"10",0.219569159105103,0.284925480610407,0.285727853003749,NA
"11",0.290440608224015,0.370808590952663,0.369483881754255,NA
"12",0.322198904621829,0.38595585637014,0.386194819831293,NA
"13",0.418845166608492,0.494971365028905,0.494482170867371,NA
"14",0.523272668558917,0.607164810063322,0.607307884089113,NA
"15",0.529179222325696,0.612634399210427,0.612768966133736,NA
"16",0.249693479396931,0.318528226379911,0.318482968962878,NA
"17",0.308232973655604,0.384309208908646,0.384233247442982,NA
"18",0.405696482707058,0.492391747291634,0.492219256304552,NA
"19",0.268232517219631,0.336408667294861,0.336193138072661,NA
"20",0.262109947970177,0.332686055754359,0.332645206943206,NA
"21",0.400162177329718,0.480331837116842,0.480557276076798,NA
"22",0.292447925289163,0.372655743559793,0.372431070961551,NA
"23",0.351179664620996,0.435256506794642,0.435205825003432,NA
"24",0.428078254600867,0.521278025447896,0.521189249468992,NA
"25",0.540667409500537,0.654837728301997,0.654905768558446,NA
"26",0.38698877807406,0.478696911457732,0.479169207217559,NA
"27",0.260463306327005,0.342354262717333,0.342238927557494,NA
"28",0.373298775684313,0.456697733395676,0.457295677528772,NA
"29",0.28535954640321,0.357875471798653,0.357897387924449,NA
"30",0.249646389831047,0.321192085508651,0.32150885587419,NA
"31",0.320263591321815,0.395004942215796,0.395108128107132,NA
"32",0.277861635733521,0.359577023311718,0.35954376539064,NA
"33",0.185691073442123,0.255248852126681,0.25543204473936,NA
"34",0.332428434103322,0.428017460615163,0.428729321048235,NA
"35",0.304879161009865,0.402943403581908,0.402349047162991,NA
"36",0.243235415927796,0.340885387815485,0.34065198671586,NA
"37",0.199574860993525,0.31480576420954,0.315458036627771,NA
"38",0.334904271057256,0.559325300890922,0.566617953484507,NA
"39",0.22561969869166,0.463260592255852,0.465858060065326,NA
