"","TMB dummy","TMB single spp pl","TMB single spp re","ADMB single spp"
"1",0.7852184229047,0.567080116622888,0.554019813623741,NA
"2",0.426691085958126,0.255402257537128,0.260446962591835,NA
"3",0.348060826664889,0.204391695203101,0.205101037006025,NA
"4",0.396498340605915,0.261763228211186,0.263990948723998,NA
"5",0.794054066350513,0.663111236133186,0.661748073746173,NA
"6",0.363011133859394,0.24980882298291,0.251477720726006,NA
"7",0.721264343240802,0.6002813234184,0.599108753817397,NA
"8",0.309949770156506,0.220756317053472,0.221884453334137,NA
"9",0.196376621558451,0.125815240371774,0.127000420763911,NA
"10",0.178950689221976,0.106428405589892,0.108792294031636,NA
"11",0.498300991985788,0.394716296054318,0.393992550577389,NA
"12",0.786196584077877,0.659984222567198,0.660253482492213,NA
"13",0.546256925041923,0.426629670986327,0.426490180109241,NA
"14",0.546131582842699,0.426411169042052,0.426797404751774,NA
"15",0.675211225734644,0.561355044260157,0.56036483591521,NA
"16",0.240892874907248,0.157782212289635,0.159666543824646,NA
"17",0.312038559549369,0.225241230249207,0.225517633856575,NA
"18",0.461497352096488,0.356322515594282,0.357071821354114,NA
"19",0.720830614335838,0.601997668506599,0.601412968673747,NA
"20",0.377753352829655,0.271748242705166,0.272651584338864,NA
"21",0.492742922882487,0.377897290057647,0.378006020383683,NA
"22",0.717815163706686,0.602685623343168,0.601938887988232,NA
"23",0.309576433476866,0.225937215001656,0.226839761215365,NA
"24",0.284857472674303,0.215181297132724,0.215592380232602,NA
"25",0.244491470232261,0.182925918324069,0.183718504744401,NA
"26",0.27436564419949,0.215631287899985,0.215790446730871,NA
"27",0.198640828276891,0.137803766021421,0.138886256696619,NA
"28",0.38822316255492,0.310350012513376,0.310565377542069,NA
"29",0.735362185572243,0.630020595082908,0.629991920518494,NA
"30",0.51442371177554,0.39494763902154,0.395677865023988,NA
"31",0.973613601597437,0.832951177124449,0.831414136112955,NA
"32",0.338460386331533,0.213621897490988,0.215730288243182,NA
"33",0.761052088093335,0.6109174324752,0.60959535128078,NA
"34",0.808786943457284,0.66192994127185,0.66218120044615,NA
"35",0.64922967695567,0.504889807205804,0.504984328138604,NA
"36",0.418612649321959,0.28904135453938,0.290028348587267,NA
"37",0.149160824408156,0.077039833347409,0.0790902891538179,NA
"38",0.168569926068283,0.0838739579537238,0.0859538261382899,NA
"39",0.107739052015991,0.0218119181689647,0.0218081839080533,NA
