"","TMB dummy","TMB single spp pl","TMB single spp re","ADMB single spp"
"1",92.731157911475,99.370462769741,99.8054935866569,NA
"2",37.5262319552806,41.858080560807,42.0079330132836,NA
"3",40.5594671013088,44.9845784471309,45.1213514648194,NA
"4",22.6169219832122,25.8544431133845,25.875445618774,NA
"5",71.5457671256265,77.3651876102125,77.5699692115335,NA
"6",19.3865572765115,22.3551023913482,22.3401569749742,NA
"7",49.7359090690425,54.360907816144,54.4799933372905,NA
"8",23.6271496125095,26.7569891961884,26.7634960284473,NA
"9",12.4374243196918,14.6664688402992,14.5843838213418,NA
"10",8.54344194154898,10.3788912776128,10.2450238588579,NA
"11",16.8974909670725,19.489971035887,19.4521778414212,NA
"12",76.3835322877776,81.8467622615599,81.9946933976139,NA
"13",37.7198651084371,41.5662191498852,41.6338504744876,NA
"14",27.2054929777799,30.4988545791687,30.527255751591,NA
"15",54.6481779976711,59.3669761723082,59.4868022555564,NA
"16",18.7580198574566,21.4681992689376,21.4473226601667,NA
"17",14.8591951906834,17.2833336588274,17.2285004004957,NA
"18",32.6309114649018,36.1808514871573,36.230503116611,NA
"19",48.1466831742318,52.4362612607925,52.5340526247955,NA
"20",22.6280221227594,25.5794284638935,25.5802701463005,NA
"21",23.0315747665855,25.9487451587787,25.9513328728081,NA
"22",33.682045983043,37.1564370236837,37.201681960711,NA
"23",49.7266738321489,53.8426184480429,53.923112435595,NA
"24",31.1644442667558,34.3193131026505,34.348604213629,NA
"25",21.3576991924449,23.8970564033136,23.887480328012,NA
"26",10.3511261359707,12.0659471804372,11.9880467411124,NA
"27",7.50446803438175,8.97401488093186,8.86263413197066,NA
"28",19.3255944766155,21.7714285802288,21.7551816935775,NA
"29",45.7409349513643,49.8073744271774,49.8934205332071,NA
"30",18.9328672259292,21.6810980358283,21.6654689697999,NA
"31",76.695495461248,82.7237997325095,82.942465501167,NA
"32",31.2913496877762,35.3392395736032,35.4248450519485,NA
"33",20.0567229607047,23.5632164555594,23.5691926856801,NA
"34",16.0719195787455,19.5451055730964,19.499153545586,NA
"35",83.314493403547,94.3493557963995,95.0282512284169,NA
"36",33.1058469298281,41.0963544556284,41.4759706889617,NA
"37",16.2951968109295,23.3942676841046,23.1806610382994,NA
"38",13.0100078846618,20.4676613941735,19.7516423182635,NA
"39",18.0763826031564,31.4284056594559,31.5199022227405,NA
