"","TMB dummy","TMB single spp pl","TMB single spp re","ADMB single spp"
"1",0.7852184229047,1.00341472623938,0.992119875681402,NA
"2",0.426691085958126,0.597959507718215,0.600011399550792,NA
"3",0.348060826664889,0.491734474906712,0.48852015038404,NA
"4",0.396498340605915,0.531230317599645,0.531107574055521,NA
"5",0.794054066350513,0.925001379329289,0.923069920294609,NA
"6",0.363011133859394,0.476214273676065,0.47727612143896,NA
"7",0.721264343240802,0.842245436159475,0.840629120516029,NA
"8",0.309949770156506,0.399147216301954,0.399209496071128,NA
"9",0.196376621558451,0.266942718183524,0.266604580936864,NA
"10",0.178950689221976,0.25147218561443,0.252986248493552,NA
"11",0.498300991985788,0.601887345903201,0.600570199450734,NA
"12",0.786196584077877,0.91240776410094,0.912379155964766,NA
"13",0.546256925041923,0.665887731653983,0.665220532013777,NA
"14",0.546131582842699,0.665852091929628,0.665710776219676,NA
"15",0.675211225734644,0.789079957964438,0.787692510621617,NA
"16",0.240892874907248,0.324002394441623,0.325206515425032,NA
"17",0.312038559549369,0.398840075793927,0.398070542944646,NA
"18",0.461497352096488,0.56667144867801,0.566805989225412,NA
"19",0.720830614335838,0.839672642163696,0.83869185896328,NA
"20",0.377753352829655,0.483757056271812,0.483856337730025,NA
"21",0.492742922882487,0.607586016599172,0.606898120790598,NA
"22",0.717815163706686,0.832947191483236,0.83171778932028,NA
"23",0.309576433476866,0.393217054113026,0.393434524747554,NA
"24",0.284857472674303,0.354534857983059,0.354228246588952,NA
"25",0.244491470232261,0.306060246599286,0.306351375471542,NA
"26",0.27436564419949,0.333103823862804,0.332735869970149,NA
"27",0.198640828276891,0.259480299200263,0.260184438002159,NA
"28",0.38822316255492,0.466098496846658,0.465900080596312,NA
"29",0.735362185572243,0.840708200924063,0.84056295831419,NA
"30",0.51442371177554,0.633894003524866,0.634307099344217,NA
"31",0.973613601597437,1.11428188210309,1.11267373552437,NA
"32",0.338460386331533,0.463295914514829,0.464574501179185,NA
"33",0.761052088093335,0.911187724776666,0.909415602108352,NA
"34",0.808786943457284,0.955638844921573,0.95567379045509,NA
"35",0.64922967695567,0.793563137574077,0.793081930929938,NA
"36",0.418612649321959,0.548182110303329,0.548506003857664,NA
"37",0.149160824408156,0.221281101393354,0.226436045031915,NA
"38",0.168569926068283,0.253265721098183,0.258073342906105,NA
"39",0.107739052015991,0.193679585378722,0.210998024074735,NA
