"","TMB dummy","TMB single spp pl","TMB single spp re","ADMB single spp"
"1",0.0807354184417981,0.108865871110949,0.108961238538011,NA
"2",0.0833423385809596,0.107791860710124,0.108832580833237,NA
"3",0.185865152426713,0.215016696657479,0.212842406035714,NA
"4",0.0450977355749764,0.0604018297926635,0.0634550001640265,NA
"5",0.067055436557818,0.0901798948564956,0.0911148200196119,NA
"6",0.169489226039296,0.20776483544153,0.2067112539092,NA
"7",0.280576335347372,0.330781819631693,0.329039312072384,NA
"8",0.179839944637632,0.218095600992574,0.218485432187592,NA
"9",0.190230773451269,0.235818945039549,0.23389498291178,NA
"10",0.132955631746974,0.16875737614233,0.169451678913851,NA
"11",0.151283961397833,0.196257226393497,0.195242145440738,NA
"12",0.240876749554452,0.286942638397467,0.285875525991694,NA
"13",0.294078267166683,0.350221820922602,0.348636462286745,NA
"14",0.375064603209418,0.437511788120861,0.435675719416028,NA
"15",0.383046683055635,0.443255428855305,0.440936409038012,NA
"16",0.168107683105421,0.214994655397624,0.215125279878462,NA
"17",0.201596907099886,0.252428886688803,0.251401215955937,NA
"18",0.248996847918642,0.301739467892022,0.300037525614616,NA
"19",0.180055208513114,0.226505345694058,0.226004202281154,NA
"20",0.1740426146074,0.221143888077184,0.220934506293799,NA
"21",0.279745147843374,0.334923443465376,0.332806243883247,NA
"22",0.19840170789927,0.253490830727032,0.253220624115997,NA
"23",0.251185841083542,0.309984952210843,0.308694897299939,NA
"24",0.307118473771743,0.37459374943785,0.372963050198196,NA
"25",0.331646392891976,0.399498674705016,0.397903123163478,NA
"26",0.264962773088681,0.326275588489149,0.324435984113227,NA
"27",0.174716585173729,0.23073407018624,0.230667910657199,NA
"28",0.261228643552005,0.316410948763841,0.31447353858401,NA
"29",0.209251104013676,0.261999140121352,0.26097002328343,NA
"30",0.178480035074433,0.228920470788767,0.228669274455409,NA
"31",0.236253065354012,0.291397176995514,0.28930812146987,NA
"32",0.174039255860193,0.225646956520977,0.22432343236769,NA
"33",0.120262804049986,0.166466353111409,0.167977317788585,NA
"34",0.214188155016795,0.275950386721865,0.273339520451209,NA
"35",0.209205172506679,0.278250341954386,0.276106950873198,NA
"36",0.158069406122098,0.22289014622099,0.221544976861496,NA
"37",0.109592457387456,0.173644116555756,0.177230600512158,NA
"38",0.192310965156874,0.321039972114894,0.30655341421693,NA
"39",0.155125901150591,0.326879618018524,0.305019994458365,NA
