"","TMB dummy","TMB dummy","TMB dummy","TMB multi-spp pl","TMB multi-spp pl","TMB multi-spp pl","TMB multi-spp re","TMB multi-spp re","TMB multi-spp re","ADMB multi-spp","ADMB multi-spp","ADMB multi-spp"
"1",77.3079693523714,77.3079693523714,77.3079693523714,77.3684763642446,71.6293837911707,83.1075689373186,77.2032781119333,71.4482854491774,82.9582707746891,77.308,NA,NA
"2",41.2389389605671,41.2389389605671,41.2389389605671,41.2824368435843,36.6131890241381,45.9516846630306,41.327728130789,36.6316929800466,46.0237632815314,41.2389,NA,NA
"3",60.5740562364496,60.5740562364496,60.5740562364496,60.6471009555305,53.8929891707869,67.4012127402741,60.9811906476305,54.1540436520201,67.8083376432409,60.5741,NA,NA
"4",41.3347405192224,41.3347405192224,41.3347405192224,41.3774981559504,36.1914934620803,46.5635028498204,41.5631752462853,36.3282708791308,46.7980796134399,41.3347,NA,NA
"5",129.715989444758,129.715989444758,129.715989444758,129.845092552651,119.931713365426,139.758471739877,130.713219835696,120.69914883194,140.727290839453,129.716,NA,NA
"6",43.864861371667,43.864861371667,43.864861371667,43.9308130844807,37.705054210819,50.1565719581424,44.1586668699158,37.8690862410945,50.4482474987371,43.8649,NA,NA
"7",104.534286304703,104.534286304703,104.534286304703,104.650091645707,96.3106935431131,112.9894897483,105.22359795895,96.8160178506228,113.631178067278,104.534,NA,NA
"8",56.8060778427769,56.8060778427769,56.8060778427769,56.8817807382138,50.3572434557114,63.4063180207163,57.173398864559,50.593573873102,63.753223856016,56.8061,NA,NA
"9",35.9254173949009,35.9254173949009,35.9254173949009,35.9817212470126,30.3554597243765,41.6079827696487,36.1269430241031,30.4388768172476,41.8150092309587,35.9254,NA,NA
"10",22.5029140971555,22.5029140971555,22.5029140971555,22.5359243552337,18.1643783307909,26.9074703796765,22.4354258670115,18.0180495476337,26.8528021863893,22.5029,NA,NA
"11",38.7574933844985,38.7574933844985,38.7574933844985,38.8114778679001,33.8439864644744,43.7789692713257,38.9680054368912,33.9544636118277,43.9815472619547,38.7575,NA,NA
"12",105.046857854117,105.046857854117,105.046857854117,105.152953018039,98.6820906889435,111.623815347135,105.548852221372,99.0320212890393,112.065683153705,105.047,NA,NA
"13",52.6777927899533,52.6777927899533,52.6777927899533,52.758870738658,47.9481766166085,57.5695648607076,52.9851775363435,48.1376594671092,57.8326956055778,52.6778,NA,NA
"14",33.7638828595266,33.7638828595266,33.7638828595266,33.8161927900726,30.2714387114276,37.3609468687176,33.9063773318003,30.3382693537141,37.4744853098865,33.7639,NA,NA
"15",74.1658002488383,74.1658002488383,74.1658002488383,74.3010456605098,68.4488764697886,80.153214851231,74.664683378686,68.767340418223,80.562026339149,74.1658,NA,NA
"16",32.1812457700055,32.1812457700055,32.1812457700055,32.2479489725001,28.1613733671614,36.3345245778388,32.3368884360434,28.2179259305101,36.4558509415767,32.1812,NA,NA
"17",27.3108985043047,27.3108985043047,27.3108985043047,27.3699920810522,23.5033661691027,31.2366179930017,27.4009557767582,23.502493110126,31.2994184433904,27.3109,NA,NA
"18",53.7370931551126,53.7370931551126,53.7370931551126,53.8437404319768,48.7273714811869,58.9601093827668,54.0938907761129,48.9381364310489,59.2496451211768,53.7371,NA,NA
"19",74.1418605184012,74.1418605184012,74.1418605184012,74.2774024051985,68.5310518106168,80.0237529997801,74.6125775535899,68.8238480221073,80.4013070850726,74.1419,NA,NA
"20",39.8177141182654,39.8177141182654,39.8177141182654,39.9052126693123,35.396649599131,44.4137757394936,40.041648217228,35.4982231331899,44.5850733012661,39.8177,NA,NA
