"","TMB dummy","TMB multi-spp pl","TMB multi-spp re","ADMB multi-spp"
"1",77.3079693523714,83.1075689373186,82.9582707746891,NA
"2",41.2389389605671,45.9516846630306,46.0237632815314,NA
"3",60.5740562364496,67.4012127402741,67.8083376432409,NA
"4",41.3347405192224,46.5635028498204,46.7980796134399,NA
"5",129.715989444758,139.758471739877,140.727290839453,NA
"6",43.864861371667,50.1565719581424,50.4482474987371,NA
"7",104.534286304703,112.9894897483,113.631178067278,NA
"8",56.8060778427769,63.4063180207163,63.753223856016,NA
"9",35.9254173949009,41.6079827696487,41.8150092309587,NA
"10",22.5029140971555,26.9074703796765,26.8528021863893,NA
"11",38.7574933844985,43.7789692713257,43.9815472619547,NA
"12",105.046857854117,111.623815347135,112.065683153705,NA
"13",52.6777927899533,57.5695648607076,57.8326956055778,NA
"14",33.7638828595266,37.3609468687176,37.4744853098865,NA
"15",74.1658002488383,80.153214851231,80.562026339149,NA
"16",32.1812457700055,36.3345245778388,36.4558509415767,NA
"17",27.3108985043047,31.2366179930017,31.2994184433904,NA
"18",53.7370931551126,58.9601093827668,59.2496451211768,NA
"19",74.1418605184012,80.0237529997801,80.4013070850726,NA
"20",39.8177141182654,44.4137757394936,44.5850733012661,NA
"21",33.1293137011742,36.7645914398314,36.8402712237745,NA
"22",51.1399017204013,55.6810344397002,55.8610501459591,NA
"23",69.4235464073587,74.3801049327905,74.5795486827725,NA
"24",47.8336903451288,52.0926432795595,52.2180285120067,NA
"25",39.3530892806827,43.411644306013,43.51545863731,NA
"26",19.7068694261879,22.561042926083,22.4980805729304,NA
"27",14.5517101583906,17.1115384561125,16.9733050968803,NA
"28",29.3256139941329,32.3135909205602,32.3404117768346,NA
"29",57.3481860234826,61.4399060229426,61.5856787773788,NA
"30",24.5348619980241,27.4425793275797,27.4346086335207,NA
"31",81.9806527473958,87.2779444267323,87.5839579831056,NA
"32",44.7634105981226,49.4053469470071,49.6168221844649,NA
"33",30.7862095742493,35.3718510540919,35.5002657757808,NA
"34",24.1346681247377,28.61087913754,28.6140520070917,NA
"35",113.393712749001,125.188276421252,126.299495833762,NA
"36",62.7958930892983,75.4381975724979,76.5552514870471,NA
"37",35.5632020478747,49.3615910430698,50.0258287750183,NA
"38",21.1999552524409,33.4596588780276,32.1683936439779,NA
"39",24.7956779804972,43.2597520869735,41.9534827723068,NA
