"","TMB pl Avg N","TMB pl Avg N","TMB pl Avg N","TMB pl N","TMB pl N","TMB pl N"
"1",77.3684763642446,71.6293837911707,83.1075689373186,71.0487216628623,65.8494077591487,76.2480355665759
"2",41.2824368435843,36.6131890241381,45.9516846630306,35.8222731696717,31.7613362704216,39.8832100689218
"3",60.6471009555305,53.8929891707869,67.4012127402741,50.4942620057737,44.9128009452397,56.0757230663077
"4",41.3774981559504,36.1914934620803,46.5635028498204,33.4606556053065,29.1636479887209,37.7576632218921
"5",129.845092552651,119.931713365426,139.758471739877,107.557062535491,99.3920814288093,115.722043642174
"6",43.9308130844807,37.705054210819,50.1565719581424,34.6786672815764,29.7330294153524,39.6243051478004
"7",104.650091645707,96.3106935431131,112.9894897483,84.6024483057545,77.7628714346637,91.4420251768453
"8",56.8817807382138,50.3572434557114,63.4063180207163,44.9531586097165,39.7066062276182,50.1997109918148
"9",35.9817212470126,30.3554597243765,41.6079827696487,27.5695548769001,23.1864597010794,31.9526500527208
"10",22.5359243552337,18.1643783307909,26.9074703796765,17.8978217985272,14.40537455316,21.3902690438944
"11",38.8114778679001,33.8439864644744,43.7789692713257,30.8413937130244,26.8043522776246,34.8784351484242
"12",105.152953018039,98.6820906889435,111.623815347135,93.4881150326205,87.7289540038352,99.2472760614058
"13",52.758870738658,47.9481766166085,57.5695648607076,45.897983516236,41.6740566835096,50.1219103489624
"14",33.8161927900726,30.2714387114276,37.3609468687176,29.3932592145122,26.2290903993396,32.5574280296847
"15",74.3010456605098,68.4488764697886,80.153214851231,63.5126047468998,58.4522819552552,68.5729275385445
"16",32.2479489725001,28.1613733671614,36.3345245778388,26.5409849302925,23.1017474379703,29.9802224226147
"17",27.3699920810522,23.5033661691027,31.2366179930017,22.4594713394895,19.2112246290336,25.7077180499453
"18",53.8437404319768,48.7273714811869,58.9601093827668,45.7869171864841,41.3673008494882,50.2065335234801
"19",74.2774024051985,68.5310518106168,80.0237529997801,63.7127577480485,58.7168215795077,68.7086939165894
"20",39.9052126693123,35.396649599131,44.4137757394936,32.5050926016646,28.7448985602172,36.265286643112
"21",33.192092814626,29.6195941894205,36.7645914398314,27.6395139479047,24.5640607205089,30.7149671753005
"22",51.2348129035319,46.7885913673637,55.6810344397002,42.4140495533594,38.6115846127114,46.2165144940074
"23",69.5285449764926,64.6769850201948,74.3801049327905,59.3907028290723,55.1252577798889,63.6561478782558
"24",47.8910027111452,43.6893621427309,52.0926432795595,40.543527848619,36.9015162543383,44.1855394428997
"25",39.3828579411013,35.3540715761895,43.411644306013,32.6074557656144,29.1896573738402,36.0252541573886
"26",19.7212974034296,16.8815518807762,22.561042926083,16.2679000460393,13.8712339326671,18.6645661594115
"27",14.5562543763192,12.0009702965259,17.1115384561125,12.0074156484791,9.86942565401036,14.1454056429479
"28",29.3314168454502,26.3492427703401,32.3135909205602,24.9507212017754,22.3048477341626,27.5965946693882
"29",57.3297331935227,53.2195603641028,61.4399060229426,50.483227954479,46.7150982775091,54.2513576314489
"30",24.5243340231926,21.6060887188055,27.4425793275797,21.0485122122775,18.4303562967078,23.6666681278472
"31",81.9016752798884,76.5254061330444,87.2779444267323,73.7142362617823,68.7207185861204,78.7077539374442
"32",44.7095816778281,40.0138164086491,49.4053469470071,37.6689143921579,33.5234723720424,41.8143564122733
"33",30.7429663952121,26.1140817363323,35.3718510540919,26.0728479653911,22.0327073436909,30.1129885870913
"34",24.1085105186968,19.6061418998535,28.61087913754,20.3888831368798,16.472432278087,24.3053339956727
"35",113.268778223812,101.349280026372,125.188276421252,99.9243262780633,89.0101482766396,110.838504279487
"36",62.7609334359499,50.0836692994018,75.4381975724979,51.5272589719187,40.7499236185698,62.3045943252677
"37",35.5659242786032,21.7702575141366,49.3615910430698,27.5690650296489,16.6281648190302,38.5099652402675
"38",21.2125434214292,8.96542796483071,33.4596588780276,18.0072729716297,7.7477391824177,28.2668067608417
"39",24.8148753958823,6.36999870479103,43.2597520869735,20.6899839899882,5.13254606665772,36.2474219133186
