"","TMB dummy","TMB single spp pl","TMB single spp re","ADMB single spp"
"1",92.731157911475,86.1741076916004,86.5482516608373,NA
"2",37.5262319552806,33.233349371261,33.3421558733652,NA
"3",40.5594671013088,36.1724727268982,36.274571735107,NA
"4",22.6169219832122,19.4015666286774,19.3982469283948,NA
"5",71.5457671256265,65.7902827250779,65.9634609563006,NA
"6",19.3865572765115,16.4318760833736,16.3976247863887,NA
"7",49.7359090690425,45.124379161903,45.2197338640553,NA
"8",23.6271496125095,20.5017249382635,20.4910097570493,NA
"9",12.4374243196918,10.2117287070802,10.1207932465159,NA
"10",8.54344194154898,6.71048545144699,6.57373347116511,NA
"11",16.8974909670725,14.3133096563592,14.2625503550581,NA
"12",76.3835322877776,70.9780844274043,71.1064128569427,NA
"13",37.7198651084371,33.9040764460648,33.9529329618828,NA
"14",27.2054929777799,23.9361469586304,23.9468382725875,NA
"15",54.6481779976711,49.9729065602418,50.0710169396426,NA
"16",18.7580198574566,16.0606939010762,16.0255654603513,NA
"17",14.8591951906834,12.4424286953834,12.375962991014,NA
"18",32.6309114649018,29.0928612989442,29.1245828676585,NA
"19",48.1466831742318,43.8719334274456,43.9504696225515,NA
"20",22.6280221227594,19.6847467733786,19.6704979442682,NA
"21",23.0315747665855,20.128299191361,20.1167583798808,NA
"22",33.682045983043,30.2347549256382,30.2649232780364,NA
"23",49.7266738321489,45.6531364460014,45.7193911854093,NA
"24",31.1644442667558,28.0281183742473,28.0457096353843,NA
"25",21.3576991924449,18.8263891954349,18.8078619216393,NA
"26",10.3511261359707,8.63946206434673,8.55877160542953,NA
"27",7.50446803438175,6.0379811337697,5.92723914136616,NA
"28",19.3255944766155,16.8892786751449,16.8637223368177,NA
"29",45.7409349513643,41.6988557278787,41.7670306619156,NA
"30",18.9328672259292,16.1936595511499,16.162252023962,NA
"31",76.695495461248,70.6836304819897,70.8646978540292,NA
"32",31.2913496877762,27.2345417098812,27.2840106048798,NA
"33",20.0567229607047,16.5592628844038,16.528441880598,NA
"34",16.0719195787455,12.6078888380697,12.5193175581043,NA
"35",83.314493403547,72.3238437477005,72.7745727077138,NA
"36",33.1058469298281,25.1294894970652,25.2561005501503,NA
"37",16.2951968109295,9.20222039059358,8.69695912299101,NA
"38",13.0100078846618,5.55648684162378,4.54329833883753,NA
"39",18.0763826031564,4.72786509553778,2.87952340059014,NA
