"","TMB dummy","TMB multi-spp pl","TMB multi-spp re","ADMB multi-spp"
"1",77.3079693523714,71.6293837911707,71.4482854491774,NA
"2",41.2389389605671,36.6131890241381,36.6316929800466,NA
"3",60.5740562364496,53.8929891707869,54.1540436520201,NA
"4",41.3347405192224,36.1914934620803,36.3282708791308,NA
"5",129.715989444758,119.931713365426,120.69914883194,NA
"6",43.864861371667,37.705054210819,37.8690862410945,NA
"7",104.534286304703,96.3106935431131,96.8160178506228,NA
"8",56.8060778427769,50.3572434557114,50.593573873102,NA
"9",35.9254173949009,30.3554597243765,30.4388768172476,NA
"10",22.5029140971555,18.1643783307909,18.0180495476337,NA
"11",38.7574933844985,33.8439864644744,33.9544636118277,NA
"12",105.046857854117,98.6820906889435,99.0320212890393,NA
"13",52.6777927899533,47.9481766166085,48.1376594671092,NA
"14",33.7638828595266,30.2714387114276,30.3382693537141,NA
"15",74.1658002488383,68.4488764697886,68.767340418223,NA
"16",32.1812457700055,28.1613733671614,28.2179259305101,NA
"17",27.3108985043047,23.5033661691027,23.502493110126,NA
"18",53.7370931551126,48.7273714811869,48.9381364310489,NA
"19",74.1418605184012,68.5310518106168,68.8238480221073,NA
"20",39.8177141182654,35.396649599131,35.4982231331899,NA
"21",33.1293137011742,29.6195941894205,29.6537206015865,NA
"22",51.1399017204013,46.7885913673637,46.9156815817299,NA
"23",69.4235464073587,64.6769850201948,64.8261456492366,NA
"24",47.8336903451288,43.6893621427309,43.7713415439645,NA
"25",39.3530892806827,35.3540715761895,35.4092940612928,NA
"26",19.7068694261879,16.8815518807762,16.7875222542064,NA
"27",14.5517101583906,12.0009702965259,11.832743166658,NA
"28",29.3256139941329,26.3492427703401,26.3496522400141,NA
"29",57.3481860234826,53.2195603641028,53.3305063747411,NA
"30",24.5348619980241,21.6060887188055,21.570493695063,NA
"31",81.9806527473958,76.5254061330444,76.7770968592193,NA
"32",44.7634105981226,40.0138164086491,40.1618503593029,NA
"33",30.7862095742493,26.1140817363323,26.1570324807756,NA
"34",24.1346681247377,19.6061418998535,19.5179647072828,NA
"35",113.393712749001,101.349280026372,102.188560283756,NA
"36",62.7958930892983,50.0836692994018,50.7256129051412,NA
"37",35.5632020478747,21.7702575141366,21.3746777119038,NA
"38",21.1999552524409,8.96542796483071,6.72611362060078,NA
"39",24.7956779804972,6.36999870479103,2.20826945364386,NA
