"","TMB dummy","TMB single spp pl","TMB single spp re","ADMB single spp"
"1",0.0807354184417981,0.0525712355145726,0.0541341004487786,NA
"2",0.0833423385809596,0.0591033230666075,0.0609306642781901,NA
"3",0.185865152426713,0.15865647255166,0.156869631905309,NA
"4",0.0450977355749764,0.0272359971120298,0.0297843778454981,NA
"5",0.067055436557818,0.0460624842011248,0.0475840268883263,NA
"6",0.169489226039296,0.132443426957467,0.132226755247748,NA
"7",0.280576335347372,0.235383196291706,0.234340157480707,NA
"8",0.179839944637632,0.136646275426839,0.137784416918227,NA
"9",0.190230773451269,0.151568072497378,0.150832224193581,NA
"10",0.132955631746974,0.0906769650136204,0.0927683224001431,NA
"11",0.151283961397833,0.113211573046535,0.11362514911647,NA
"12",0.240876749554452,0.190698906379758,0.190529970170581,NA
"13",0.294078267166683,0.243658431307709,0.242763442102853,NA
"14",0.375064603209418,0.317144303860208,0.315883540340734,NA
"15",0.383046683055635,0.323004050478734,0.321321830523379,NA
"16",0.168107683105421,0.121897067130746,0.123215655454063,NA
"17",0.201596907099886,0.152802708479406,0.153008948836402,NA
"18",0.248996847918642,0.197109440655774,0.196487933623463,NA
"19",0.180055208513114,0.133858451713053,0.134610234050617,NA
"20",0.1740426146074,0.127676235032888,0.128725665981866,NA
"21",0.279745147843374,0.223806932527133,0.222744502723218,NA
"22",0.19840170789927,0.143971845508739,0.145120640932935,NA
"23",0.251185841083542,0.190128377896494,0.190114982687775,NA
"24",0.307118473771743,0.240542654022048,0.239981633423572,NA
"25",0.331646392891976,0.262279708790619,0.2616887827109,NA
"26",0.264962773088681,0.201331434783412,0.200886466973869,NA
"27",0.174716585173729,0.121302672451527,0.122996649165221,NA
"28",0.261228643552005,0.201085935953476,0.200459986756225,NA
"29",0.209251104013676,0.155127422104978,0.155523188207519,NA
"30",0.178480035074433,0.126830044854901,0.128109121848797,NA
"31",0.236253065354012,0.179462310471337,0.178923256811385,NA
"32",0.174039255860193,0.122876595183523,0.123539315482951,NA
"33",0.120262804049986,0.0739999885261802,0.0772945583190711,NA
"34",0.214188155016795,0.152305486981045,0.151892490775687,NA
"35",0.209205172506679,0.14024977670572,0.140939071853691,NA
"36",0.158069406122098,0.0932723651904568,0.0955130029299753,NA
"37",0.109592457387456,0.0456171676506899,0.0523478955765401,NA
"38",0.192310965156874,0.0636827099886581,0.0706943231026109,NA
"39",0.155125901150591,-0.0159459244260316,0.013440034967676,NA
