"","TMB pl Avg N","TMB pl Avg N","TMB pl Avg N","TMB pl N","TMB pl N","TMB pl N"
"1",0.101937394480474,0.0669222415546909,0.136952547406258,0.101246642031105,0.0662578510082923,0.136235433053918
"2",0.123480861599451,0.0871442433569845,0.159817479841918,0.121893008551743,0.0860216792658956,0.157764337837591
"3",0.297028237612817,0.25008938077086,0.343967094454775,0.291065190900734,0.245317118126096,0.336813263675372
"4",0.0720242865414194,0.0450133589958641,0.0990352140869747,0.0698905590175461,0.043631288900262,0.0961498291348302
"5",0.112499105836255,0.0760204910449338,0.148977720627576,0.109618205854063,0.0739523344562583,0.145284077251867
"6",0.263066522744734,0.203387227773208,0.32274581771626,0.258476668533181,0.200023265841269,0.316930071225093
"7",0.447299884787902,0.369652705943786,0.524947063632017,0.438046720331633,0.362018488005272,0.514074952657994
"8",0.30536892852339,0.2354312653175,0.375306591729281,0.298720535783984,0.230326806250994,0.367114265316975
"9",0.331268214869782,0.257180418761356,0.405356010978207,0.321354702365968,0.249655034349675,0.393054370382262
"10",0.219509229056942,0.154092977503476,0.284925480610407,0.215370824063522,0.151159588467916,0.279582059659127
"11",0.290294844097093,0.209781097241524,0.370808590952663,0.283343699769379,0.204780687792947,0.361906711745811
"12",0.322124723683177,0.258293590996214,0.38595585637014,0.320221163674082,0.256598145570862,0.383844181777302
"13",0.418786514991421,0.342601664953937,0.494971365028905,0.421063304595942,0.344405386312538,0.497721222879346
"14",0.523238097633536,0.43931138520375,0.607164810063322,0.522886673962507,0.438987891243957,0.606785456681058
"15",0.529152496687271,0.445670594164115,0.612634399210427,0.531058117637199,0.447216056765531,0.614900178508867
"16",0.249694889830883,0.180861553281854,0.318528226379911,0.248672832286652,0.180123390122733,0.317222274450572
"17",0.308232888345512,0.232156567782379,0.384309208908646,0.309511220239964,0.233053830363652,0.385968610116276
"18",0.405690236143,0.318988724994366,0.492391747291634,0.407829443799114,0.320592000062094,0.495066887536134
"19",0.268257677463102,0.200106687631343,0.336408667294861,0.269757501911754,0.200966300589549,0.338548703233958
"20",0.262168415877014,0.191650775999669,0.332686055754359,0.260307312681511,0.190261900975555,0.330352724387468
"21",0.40025636780423,0.320180898491617,0.480331837116842,0.402811686957378,0.322191775642169,0.483431598272588
"22",0.292526910269157,0.212398076978521,0.372655743559793,0.290975455595195,0.211055616804109,0.370895294386281
"23",0.351278888930329,0.267301271066016,0.435256506794642,0.351135274230627,0.267083842198805,0.43518670626245
"24",0.428187558925483,0.33509709240307,0.521278025447896,0.429463877153737,0.336025103992029,0.522902650315444
"25",0.540858759545509,0.426879790789021,0.654837728301997,0.540490803364089,0.426454797600786,0.654526809127392
"26",0.387061806304934,0.295426701152136,0.478696911457732,0.387131442087399,0.295531399078333,0.478731485096466
"27",0.260484689133764,0.178615115550195,0.342354262717333,0.26099976723884,0.178893822302012,0.343105712175668
"28",0.373290213138788,0.2898826928819,0.456697733395676,0.380052393262391,0.294918328599302,0.465186457925481
"29",0.285288310167936,0.21270114853722,0.357875471798653,0.28539820963344,0.212489544861097,0.358306874405784
"30",0.24954430178157,0.177896518054489,0.321192085508651,0.250510998089828,0.178546560288038,0.322475435891618
"31",0.320111748803164,0.245218555390533,0.395004942215796,0.32141354041803,0.245895950302182,0.396931130533877
"32",0.277685421411657,0.195793819511597,0.359577023311718,0.275853691272883,0.194391288443837,0.357316094101929
"33",0.185566865204169,0.115884878281656,0.255248852126681,0.184880253888281,0.115231570999856,0.254528936776706
"34",0.33220442276195,0.236391384908737,0.428017460615163,0.332391923295497,0.236489732435716,0.428294114155277
"35",0.304655437733466,0.206367471885023,0.402943403581908,0.306271805539984,0.206782607680453,0.405761003399515
"36",0.243023489768397,0.145161591721309,0.340885387815485,0.240715690939,0.14340801212103,0.338023369756969
"37",0.199331374879771,0.0838569855500017,0.31480576420954,0.197421033839254,0.082752122498932,0.312089945179576
"38",0.334547322977833,0.109769345064743,0.559325300890922,0.328348650281361,0.108234111179268,0.548463189383454
"39",0.225433504553665,-0.0123935831485219,0.463260592255852,0.223568910147837,-0.0130668565072763,0.46020467680295
