3
39
 17.0161 12.8159 12.0041
 1.14763 0.519995 0.904192 0.521894 1.66539 0.582854 1.44956 0.841389 0.385581 -0.0803818 0.45819 1.45392 0.763981 0.317764 1.10583 0.272258 0.107962 0.783192 1.10467 0.484438 0.299627 0.73412 1.04022 0.668435 0.474129 -0.215834 -0.516705 0.177769 0.847576 -0.00134719 1.20484 0.600522 0.225826 -0.0204129 1.52666 0.93341 0.366641 -0.143816 0.00628502
 0.879346 0.340138 0.349473 0.478445 1.21591 0.455192 1.02857 0.276961 -0.0991601 -0.177085 0.815929 1.17494 0.614621 0.604217 0.807297 -0.115779 0.177428 0.582136 1.01051 0.339432 0.50453 0.961267 0.0655269 0.02737 -0.0947133 0.0899827 -0.247327 0.30745 0.943706 0.562935 1.15936 0.185907 1.06328 1.11622 0.837714 0.464292 -0.532696 -0.311644 -0.925461
 -0.489699 -0.284199 0.599255 -0.834079 -0.389915 0.477022 1.00516 0.623165 0.706693 0.292102 0.574232 0.673358 0.939992 1.16276 1.17428 0.419084 0.633483 0.909771 0.489689 0.46813 0.898342 0.577072 0.764297 0.963476 1.19872 0.862991 0.463319 0.828462 0.550489 0.421406 0.666195 0.52644 0.106559 0.705901 0.600434 0.365972 0.153694 0.674428 0.225121
 1.36895e+06 1.49842e+06 2.56385e+06 3.69588e+06 4.71551e+06 5.26689e+06 6.22819e+06 6.02145e+06 5.68803e+06 5.69662e+06 5.14982e+06 4.4648e+06 3.57579e+06 3.62445e+06 4.54727e+06 5.19206e+06 4.62847e+06 4.73351e+06 4.82445e+06 3.98219e+06 3.95322e+06 4.17967e+06 4.34812e+06 4.27457e+06 4.36134e+06 4.71816e+06 4.32341e+06 3.82463e+06 3.3482e+06 2.60868e+06 2.67558e+06 3.15644e+06 3.71072e+06 4.51772e+06 4.93176e+06 4.40383e+06 4.94102e+06 5.45929e+06 6.08164e+06
 65645.4 88223.9 147110 261345 294203 358820 357294 329349 357288 329359 326058 292382 254645 182580 122041 162627 186693 204576 197877 208953 142540 137589 138891 143712 175930 164966 187362 150774 146535 129176 126573 150184 162524 172597 189749 202650 207157 216861 229286
 157650 153733 145880 142411 139287 130627 139510 144437 132258 151417 149547 167922 183939 197174 199445 224411 249850 231308 275926 308528 370091 358253 348819 341470 324896 392150 305057 405834 422169 439777 439612 417814 396483 401854 392859 387578 376146 367271 360112
 1.37142e+06 606023 899967 871477 1.74311e+06 587906 1.64183e+06 696462 574264 300041 558566 1.64778e+06 814628 645454 1.20975e+06 464646 359774 901068 983988 680936 404540 659960 1.1294e+06 742002 745833 336782 251852 448585 914425 378924 1.28724e+06 713227 539004 330816 1.90178e+06 1.01373e+06 531546 318713 381459
 47459 23753.9 23125.1 22551.1 59254.2 21874.5 45132.7 19512.6 13912.7 11953.4 36106.5 49040.9 30738 27824.9 35247 12755.7 16982.7 27644.6 42954.1 21758.9 22419.8 38802.4 16613.4 16838.2 15056.3 16766.6 12484.4 21280 39865.9 25953 48115.9 17693.1 43952.9 40060.7 34447.8 26271.1 9557.76 12140.4 6025.81
 2695.29 2699.91 5082.4 1924.34 2289.22 3710.95 9496.88 6283.15 5878.37 3999.07 5488.07 6604.8 8381.44 10685.4 11376.9 4706.01 5559.19 7235.2 5419.48 4855.92 5792.22 5816.64 7362.2 8811.34 10385.1 7240.17 5228.85 7189.78 5857.43 4776.05 6143.93 5237.83 3034.12 5621.22 5842.01 5258.9 3902.35 7477.84 4163.89
 2.11899e+06 3.70539e+06 4.85891e+06 4.76755e+06 4.37058e+06 5.37438e+06 5.42383e+06 5.11872e+06 5.39915e+06 4.23812e+06 3.43037e+06 2.85554e+06 3.80399e+06 3.89291e+06 4.64528e+06 4.55228e+06 3.72554e+06 3.83369e+06 3.42066e+06 4.00928e+06 3.04917e+06 3.30832e+06 3.49145e+06 4.01971e+06 4.74467e+06 3.98791e+06 3.53497e+06 2.30705e+06 2.14638e+06 2.07879e+06 2.32219e+06 3.51909e+06 4.18339e+06 3.52261e+06 3.44622e+06 4.88926e+06 5.23543e+06 5.30778e+06 4.17759e+06
 711873 900860 1.2143e+06 1.61575e+06 1.68237e+06 1.58715e+06 1.62191e+06 1.50802e+06 1.75208e+06 1.40632e+06 1.48376e+06 1.15934e+06 1.07859e+06 912702 782712 996754 992457 1.06223e+06 944372 1.12487e+06 688549 798568 858324 845364 1.02734e+06 809294 904112 637666 680971 675263 809018 1.16943e+06 1.14012e+06 972433 1.12521e+06 1.33532e+06 1.34974e+06 1.41048e+06 1.06688e+06
 236398 196531 134182 250228 169848 104260 183048 208765 168303 219125 226286 220842 234405 278419 283396 339876 375361 275173 357319 308752 374958 423469 394312 369385 343294 424243 351508 525493 550628 530987 499399 489603 348172 386399 419451 483933 484859 535382 433593
12345
