# data file for setting F40 and F25
#Fset_yrs
87
# ----- F40 -------------------------------- 
#=========== scen 1 ===================
0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661 0.635661
0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728 0.494728
0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588 0.137588
#=========== scen 2 ===================
0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523 0.571523
0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547 0.605547
0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654 0.120654
#=========== scen 3 ===================
0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609 0.593609
0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146 0.636146
