0.321,0.337,0.241,0.085,0.014,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002,0.011,0.048,0.135,0.24,0.267,0.187,0.082,0.023,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001,0.005,0.021,0.064,0.138,0.212,0.231,0.179,0.128,0.02,0.001,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.001,0.006,0.02,0.053,0.109,0.308,0.31,0.152,0.036,0.004,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001,0.003,0.01,0.065,0.191,0.304,0.264,0.125,0.033,0.005,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.038,0.126,0.247,0.286,0.195,0.079,0.019,0.003,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.03,0.101,0.21,0.274,0.222,0.113,0.036,0.007,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.03,0.096,0.196,0.261,0.225,0.126,0.046,0.011,0.002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0.037,0.104,0.198,0.252,0.215,0.123,0.047,0.012,0.002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.014,0.05,0.124,0.21,0.245,0.195,0.107,0.04,0.013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.024,0.072,0.152,0.224,0.232,0.167,0.085,0.039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.011,0.031,0.067,0.119,0.168,0.189,0.17,0.241
