#ncov 
10 10 10
#Bev Holt 
0 0 0
#BLM 
0 0 0
#LM 
0 0 0
#sigma
0.74821 0.6598 0.51889
#sigma_std
0.11471 0.11471 0.11471
#mnRat : mean Ration of 1 year old fish 
605410.8 22920.55 4631.281
#sdRat : sd Ration of 1 year old fish 
369527 10683.44 1730.685
#aa_c
1.3501 0.55107 -0.64158
#aa_c_std
0.10795 0.14308 0.41981
#bb_c
-14.573 -12.272 -12.739
#bb_c_std
0.20707 0.243 0.26713
#rs_parm
-0.2189 0 0 0 0 0.1677 0 0.077947 0 0
-0.35484 0 0 0 0 0.011555 0 0.16993 0 0
-0.060758 0 0 0 0 -0.0023054 0 0.07388 0 0
#rs_parm_std
0.11227 0 0 0 0 0.10744 0 0.095242 0 0
0.097758 0 0 0 0 0.094328 0 0.081278 0 0
0.078866 0 0 0 0 0.07837 0 0.078032 0 0
#cov_type2
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
#cov_phase2
1 0 0 0 0 1 0 1 0 0
1 0 0 0 0 1 0 1 0 0
1 0 0 0 0 1 0 1 0 0
#RS data test number rs_test_num
12345
