#npred3 : number of predator spp 
3
#nprey3 : number of prey spp for each pred 
3 3 3
#n_stomyrs : number years of stomach data 
30
30
29
#stomyrs :  years of stomach data (1,nspp,1,n_stomyrs)
1981 1982 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011
1981 1982 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011
1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011
#mnQ : meanwt of each prey spp in the stomach of each predator of age a   
##=========================== pollock  ===========================   
##=========================== 1981  ===========================   
0 0 0 0
0 0 0 0.4915
0 0 0 0.194
6.1415 0 0 0.5397
3.149 0 0 0.7242
23.941 0 0 1.148
49.192 0 0 0.6764
24.3745 0 0 0.6926
0 0 0 1.3033
20.801 0 0 0.658
66.1655 0 0 5.4259
52.0052 0 0 0.0847
##=========================== 1982  ===========================   
0 0 0 0.1943
2.072 0 0 0.3735
0 0 0 0.8154
0 0 0 1.1762
55.33 0 0 2.3795
28.3043 0 0 3.4495
72.6534 0 0 4.5101
23.78 0 0 4.9269
56.82 0 0 9.9359
87.76 0 0 9.0759
12.7 0 0 8.4282
114.4 0 0 16.2149
##=========================== 1984  ===========================   
0 0 0 0.4292
2.5 0 0 1.1667
0 0 0 1
0 0 0 0
4.5 0 0 2
18.4018 0 0 1.6742
9.2383 0 0 1.3523
21.485 0 0 3.3218
15.89 0 0 2.3414
13.88 0 0 1.2012
2.49 0 0 5.405
0 0 0 4.1625
##=========================== 1985  ===========================   
0 0 0 0.2362
1.5583 0 0 0.4642
6.0426 0 0 0.7076
5.036 0 0 1.3875
14.4085 4.28 0 1.6197
28.0327 0 0 1.9537
33.9266 0 34.488 2.5913
2.653 0 0 7.6599
105.4 0 0 8.8398
3.7 0 0 13.5
10.735 0 0 60
0 0 0 17.06
##=========================== 1986  ===========================   
0 0 0 0
0 0 0 0
2.875 0 0 1.766
15.3654 0 0 2.0005
19.2192 0 0 1.94
10.45 0 0 4.6492
28.4558 0 0 4.1333
1.8 0 0 1.485
290 0 0 0
110.935 0 0 0
50 0 0 2
5.85 0 0 0.65
##=========================== 1987  ===========================   
0 0 0 0.0685
0 0 0 0.3123
0 0 0 0.462
9.75 0 0 0.5824
7.0394 0 0 0.6748
3.6874 0 6.965 0.9687
7.2217 0 0.705 1.5697
36.481 0 0 2.6885
9.991 0 0 3.8366
0.462 0 0 6.5509
0 0 0 5.679
0 0 0 11.6727
##=========================== 1988  ===========================   
0 0 0 0.0988
0 0 0 0.2834
0 0 0 0.4236
5.1 0 0 0.5955
4.921 0 0 0.7641
44.876 0 0 1.0389
9.0162 0 0 2.5034
0 0 0 1.6604
7.7285 0 0 1.8635
11.67 0 0 2.986
255.1 0 0 2.0706
6.6863 0 0 2.7942
##=========================== 1989  ===========================   
0 0 0 0.1875
0 0 0 0.1547
0 0 0 0.3048
9.5762 0 0 0.3812
5.722 0 0 0.7261
8.6394 0 0.507 1.2534
16.0948 0 0 2.0794
22.9897 0 0 3.9811
16.6565 0 0 4.1066
15.1288 0 0 6.1423
37.544 0 0 4.6707
10.2199 0 0 9.4804
##=========================== 1990  ===========================   
0 0 0 0.1155
0 0 0 0.1872
2.229 0 0 0.5194
5.9402 0 0 0.4943
10.5622 3.88 0 0.7405
15.2245 2.862 0 1.2006
22.2327 38.22 0 2.0127
16.2609 0 0 3.0886
12.8826 0.204 0 1.9959
10.6349 0 0 2.6326
12.4809 0 0 5.1205
21.5521 0 0 10.0746
##=========================== 1991  ===========================   
0 0 0 0.1154
1.7 0 0 0.14
0 0 0 0.3157
8.5737 0 0 1.1489
16.1773 0 0 1.5455
22.4068 0 0 1.7333
19.4135 10.584 0 2.0823
13.2193 0 0 2.0808
30.9788 0 0 2.329
5.599 0 0 2.5197
24.103 0 0 4.2495
63.9449 0 0 7.7772
##=========================== 1992  ===========================   
0 0 0 0.1226
0 0 0 0.1041
0 0 0 0.1822
27.257 0 0 0.6285
7.2143 0 0 1.0495
13.4322 0 0.94 1.0388
13.96 0 0.264 1.6333
17.7103 0 98.912 1.992
29.1675 0 0 2.3867
6.9812 0 0 2.2101
12.3584 0 0 2.4821
5.3542 0 0 4.0658
##=========================== 1993  ===========================   
0.3315 0 0 0.1663
3.0948 0 0 0.1345
2.2077 0 0 0.28
6.1331 0 0 0.8806
9.6664 0 0 1.2469
12.3667 0 0 1.1831
13.5558 0 0 1.625
33.2214 0 0 2.9052
15.7458 0 0 3.421
14.1941 0 0 2.8049
16.2257 0 0 4.5376
34.4708 0 0.355 5.9014
##=========================== 1994  ===========================   
0.601 0 0 0.118
0.7966 0 0 0.4131
1.9347 0 0 0.5892
5.1623 0 0.197 0.6497
8.4377 0 0 1.2334
22.991 0 0 2.4364
13.7466 0 0 2.5022
19.9481 0 0 2.7498
16.738 25.4 0 3.0301
35.0842 0 0 4.7344
28.6723 0 0 4.6392
30.0933 0 0 4.5402
##=========================== 1995  ===========================   
1.4179 0 0 0.1132
1.771 0 0 0.2108
5.724 0 0 0.7029
6.4914 0 0 0.6313
5.9393 0 0 0.8286
13.5442 0 0 1.6801
6.9893 0 0 1.7357
9.0457 0 0 2.4661
7.1877 0 0 1.9098
13.6081 0 0 3.1164
14.5866 0 0 3.5211
35.2242 0 0 5.6261
##=========================== 1996  ===========================   
0 0 0 0.2012
2.1933 0 0 0.4833
3.1067 0 0 1.0447
9.1125 0 0 2.392
20.4876 0 0 3.5649
19.0347 0 0.99 4.3976
19.888 0 0.07 5.1202
7.67 0 0 7.5262
20.16 0 0 9.8656
0 0 0 9.5441
5.09 0 0 8.5707
100.546 0 0 13.259
##=========================== 1997  ===========================   
0.038 0 0 0.1269
2.5127 0 0 0.3439
4.55 0 0 0.5649
5.6627 0 0 1.0803
12.7557 0 0 1.2211
14.3389 0 0 2.835
14.7625 0 0 3.2514
11.3455 0 0 6.3232
11.479 0 0 4.9267
31.5236 0 0 4.8623
6.9325 0 0 7.5553
20.336 0 0 13.3182
##=========================== 1998  ===========================   
0 0 0 0.1728
0 0 0 0.5494
0 0 0 0.5653
11.92 0 0 2.3128
24.9218 0 0 2.3452
9.43 0 0 2.8424
9.8646 0 0 4.4312
26.725 0 0 6.6007
6.6887 0 0 8.6015
11.145 0 0 7.2087
5.47 0 0 7.9505
27.79 0 0 9.6241
##=========================== 1999  ===========================   
0 0 0 0.0806
3.4305 0 0 0.3451
0.747 0 0 0.967
6.46 0 0 1.462
11.4036 0 0 1.311
10.7825 0 0 1.9459
9.0898 0 0 2.6793
14.894 0 0 5.0186
13.1076 0 0 4.8705
6.3732 0 0 5.4557
17.3136 0 0 8.9833
14.1801 0 0 7.0306
##=========================== 2000  ===========================   
0 0 0 0.1389
4.5648 0 0 0.3737
11.0016 0 0 1.2061
6.3464 0 0 1.5561
5.4974 0 0 1.7515
12.4208 0 0 2.2203
12.1922 0 0 2.7436
13.2004 0 18.86 3.9184
11.0912 0 0 4.7488
20.4551 16.205 0 5.7975
14.0522 0 0 5.7976
32.6276 0 0 5.2756
##=========================== 2001  ===========================   
0.461 0 0 0.1023
0.778 0 0 0.3574
11.374 0 0 0.8895
1.142 0 0 0.9843
7.3403 0 0 1.0654
10.5783 0 0 1.2459
14.1204 0 0 1.9464
15.8481 0 0 4.1406
13.3068 0 0 5.3871
8.1423 0 0 8.5045
8.4132 0 0 8.5202
51.786 0 0 11.0941
##=========================== 2002  ===========================   
0 0 0 0.1234
0 0 0 0.492
2.833 0 0 1.382
3.7257 0 0 2.1957
3.875 0 0 2.7022
10.3958 0 0.341 4.1687
6.7362 0 0 5.6238
33.6888 0 0 5.7964
25.9725 0 0 5.2286
24.0792 0 0 4.6658
34.8953 0 0 7.0932
13.9289 0 0 9.7822
##=========================== 2003  ===========================   
0 0 0 0.1189
0 0 0 0.3325
0 0 0 1.0428
2.837 0 0 1.3789
8.8643 0 0 1.3723
0.07 0 0 2.014
14.6336 0 0 2.6984
7.9117 0 0 3.2372
55.055 0 0 5.1613
0 0 0 5.2615
235.892 0 0 6.5541
66.1223 0 0 5.686
##=========================== 2004  ===========================   
0.179 0 0 0.1453
0.825 0 0 0.4487
5.767 0 0 0.9026
8.9281 0 0 1.3011
8.8622 0 0 1.3984
3.4361 0 0 1.9148
2.7007 0 0 2.2652
13.1175 0 0 3.7645
1.244 0 0 4.6962
12.12 0 0 5.6247
17.776 0 0 6.6
77.9888 0 0 10.9154
##=========================== 2005  ===========================   
0 0 0 0.2387
0 0 0 0.4654
0 0 0 0.9369
5.5 0 0 2.7801
21.3376 0 0 3.8228
51.1915 0 0 4.9758
9.9045 0 0 5.2424
0 0 0 8.7217
51.815 0 0 8.9248
36.2737 0 0 9.8345
66.3867 0 0 13.3771
202.065 0 0 5.9153
##=========================== 2006  ===========================   
0 0 0 0.1166
0 0 0 0.8006
0 0 0 1.7652
2.2514 0 0.895 2.4998
12.1421 0 0 2.9407
28.7596 0 0.3615 3.6463
46.7796 0 0 4.2271
8.1229 0 0 7.2862
36.0354 0 0 6.2785
12.1045 0 0 19.8825
9.3737 0 0 14.3724
70.911 21.073 0 15.8723
##=========================== 2007  ===========================   
0 0 0 0.1651
0 0 0 0.3389
7.5914 0 0 0.6456
11.8853 0 0 0.8257
18.0277 0 0 1.6542
28.7567 0 0 2.4506
28.1965 0 0 5.4121
20.7088 0 0 7.4229
26.1127 0 0 9.8055
57.2057 0 0 18.3
52.4825 0 0 22.5835
42.6879 0 0 19.1499
##=========================== 2008  ===========================   
0 0 0 0.1201
0 0 0 0.4743
0 0 0 1.148
0 0 0 2.0891
19.5117 0 0 2.1473
7.0218 0 0 2.3696
13.005 0 0 2.6697
4.284 0 0 3.5815
23.5775 0 0 7.3813
46.1165 0 0 11.0161
0 0 0 12.68
26.7182 22.458 0 12.0243
##=========================== 2009  ===========================   
0 0 0 0.1105
3.43 0 0 0.4414
8.3711 0 0 0.9268
3.7128 0 0 2.0658
18.6677 0 0 2.417
19.5431 0 0 3.1061
14.3458 0 0 3.3672
29.8753 0 0 4.5732
5.204 0 0 5.362
6.6725 0 0 6.3513
11.092 0 0 7.6461
9.4759 49.604 0 8.98
##=========================== 2010  ===========================   
0 0 0 0.1059
0.74 0 0 0.3184
0 0 0 1.0111
3.145 0 0 1.5189
9.917 0 0 2.259
20.244 0 0 4.7826
7.601 0 0 6.1391
14.534 0 0 8.0099
8.926 0 0 10.5147
6.648 0 0 8.3666
0 0 0 12.799
6.9067 0 0 14.0039
##=========================== 2011  ===========================   
0 0 0 0.075
0 0 0 0.015
0 0 0 0.6025
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 1.562
0 0 0 1.7301
0 0 0 2.0767
0 0 0 0.1
0 0 0 2.5246
##=========================== pcod  ===========================   
##=========================== 1981  ===========================   
0 0 0 0.2
0 0 0 0.4673
10.64 0 0 2.0378
43.8193 63.45 0 4.2623
92.4209 0 0 10.5203
124.761 250.6943 222.01 29.3038
204.3084 713.93 0 48.7245
502.657 0 0 55.4745
367.8325 0 0 77.3549
432.9471 0 0 15.9322
0 0 0 97.18
0 0 0 63.71
##=========================== 1982  ===========================   
0 0 0 0
0 0 0 0
0 0 0 0.5856
0 0 0 0
0 0 0 0
243.69 0 0 0.001
0 0 0 0
0 0 0 0
0 0 0 46.7034
0 0 0 0
0 0 0 0
0 0 0 0
##=========================== 1984  ===========================   
0 0 0 0.0765
2.806 0 0 0.6248
3.0644 0 0 1.0449
5.1565 0 0 3.486
20.622 0 0 7.0541
219.7607 0 120.69 13.0338
353.308 224.35 0 27.7695
566.2355 0 0 52.4678
0 0 0 112.428
294.22 0 0 166.3829
81.06 0 0 127.4143
413.3 0 0 865.32
##=========================== 1985  ===========================   
0 0 0 0.1158
1.345 0 0 0.419
10.0494 0 0 1.3567
14.3047 0 0 3.1277
13.0305 0 12.905 6.9008
65.5658 0 0 11.1503
112.002 0 0 20.1935
274.1634 0 0 32.9527
342.722 0 0 74.6429
285.7387 0 0 108.4769
607.48 0 0 119.8216
443.8733 0 0 232.96
##=========================== 1986  ===========================   
0 0 0 0.0995
4.3874 0 0 0.5148
6.547 0 0 1.0012
18.0269 0 6.41 4.1256
43.2537 49.4495 40.573 8.0867
65.2658 177.1 0 12.5967
151.9094 0 0 17.4162
224.4694 35.199 0 23.3959
335.705 193.36 0 40.2161
390.6078 0 0 89.3669
654.5295 0 0 18.2805
827.4885 0 0 86.7305
##=========================== 1987  ===========================   
0 0 0 0
0 0 0 0.8884
11.927 0 0 1.404
15.2195 0 31.1933 3.0165
72.4877 0 0 5.2547
162.9187 0 16.642 9.1839
177.2289 534.78 56.7355 17.6619
243.623 0 10.204 21.7595
197.1157 0 0 44.8459
297.984 0 0 14.9322
316.957 0 0 3.7347
0 0 0 86.2656
##=========================== 1988  ===========================   
0 0 0 0
6.47 0 0 0.6419
6.8222 0 0 1.0861
13.4812 0 0 2.5907
97.1674 7.928 0 3.9214
165.6646 0 0 10.833
270.3854 0 0 22.8179
354.2872 0 0 28.988
337.3376 0 0 29.787
481.0908 0 0 71.3742
378.92 0 0 0
82.609 0 0 3.071
##=========================== 1989  ===========================   
0 0 0 0.16
2.642 0 0 0.3738
6.665 0 0 1.37
11.0985 0 0 3.0122
39.4044 0 0 6.1528
112.0439 0 23.2415 12.3833
205.2813 388.07 1.644 21.0051
255.5212 0 0 30.2187
276.5061 0 0 28.6021
395.971 0 0 66.1635
496.4355 0 0 34.2803
566.5468 0 0 58.9925
##=========================== 1990  ===========================   
0 0 0 0.2624
3.51 0 0 0.5703
7.3808 0 0 1.249
7.8852 0 1.54 2.8638
25.4489 0 0 6.1239
93.8197 0 0 13.9403
179.1337 0 2.026 18.8421
222.778 0 0 35.5915
324.1949 0 0 30.7428
326.277 0 0 10.5922
253.7564 0 0 63.1015
492.4425 0 0 42.2409
##=========================== 1991  ===========================   
0 0 0 0.1941
0.972 0 0 0.7127
7.9499 0 0 1.765
17.0955 0 0 4.2816
46.3036 0 0 10.9077
103.7329 0 3.15 18.0194
132.4638 0 0 35.496
174.1465 0 75.492 30.145
334.2396 0 484.757 38.1119
328.2914 0 0 80.9842
545.5322 0 0 49.6164
334.1266 46.284 0 97.8471
##=========================== 1992  ===========================   
0 0 0 0.2374
0 0 0 0.8323
7.8213 0 0 2.5726
20.8278 13.266 3.285 6.0225
65.2986 19.608 0 12.2263
129.9684 18.122 0 19.3676
130.5022 0 0 21.4934
171.1262 0 0 49.8473
231.8476 127.5 0 44.2793
339.9405 34.9 0 93.3776
251.9547 0 185.016 18.0897
292.2583 0 297.96 230.28
##=========================== 1993  ===========================   
0 0 0 0.1807
1.5038 0 0 0.8795
8.8695 12.648 0.553 2.5756
13.9112 0 0 5.208
28.9021 15.936 0 10.7742
69.7723 16.683 0 14.8641
122.1748 0 0 35.0496
148.0426 45.57 0 36.1675
201.1324 0 0 66.7183
208.862 0 0 50.7587
188.4975 0 0 111.6059
470.6976 684.3 150.474 194.6192
##=========================== 1994  ===========================   
1.12 0 0 0.3313
3.9585 0 0 0.9747
5.7979 0 0 2.1069
15.275 0 0 4.5734
31.8987 101.29 0 8.4602
76.3329 48.93 0 16.3624
111.6759 0 0 27.115
191.9022 82.96 39.7 75.7284
304.911 160.68 0 55.436
224.814 38.97 0 56.7017
471.3378 1075.4 0 77.961
438.1591 82.495 0 178.535
##=========================== 1995  ===========================   
0 0 0 0.3595
3.6933 0 0 0.8892
5.8929 0 0 1.9226
36.1438 0 0 4.7382
32.5112 0 46.505 11.1838
72.5478 109.7733 16.46 19.4772
130.4783 102.09 0.975 26.4364
237.9908 0 166.13 49.3855
237.9309 0 0 55.8825
643.6114 0 0 73.8559
517.576 1096.35 0 66.1115
368.556 0 0 127.4379
##=========================== 1996  ===========================   
0 0 0 0.2696
2.626 0 0 0.7359
5.7523 0 0 1.5953
29.2275 0 0 5.2072
26.3833 0 0 9.8225
36.3286 0 0 17.7154
43.6054 13.7235 192.41 27.3874
124.3011 187.4765 0 39.9212
291.4611 0 248.37 60.4165
234.0376 0 0 71.9246
432.69 0 0 165.1433
314.5533 0 0 303.06
##=========================== 1997  ===========================   
0 0 0 0.2025
1.752 0 0 0.6091
4.444 0 0 2.1114
12.3933 0 0 4.1845
26.5658 0 0 7.0063
63.1549 91.284 0 12.7904
55.3359 0 0 19.6732
106.5426 412.3825 0 44.6311
214.711 0 653.43 50.0471
242.226 105.33 0 30.8586
256.0777 0 0 41.2513
622.398 0 0 186.75
##=========================== 1998  ===========================   
0 0 0 0.1394
0 0 0 0.5571
6.1237 0 0 1.4402
11.4385 0 0 4.2584
43.5349 10.78 0 7.1057
77.8718 0 0 9.5582
110.6399 26.08 0 18.4249
78.0031 0 0 20.4014
183.9394 28.36 0 28.4828
183.5876 17.95 0 25.7284
193.1739 0 0 73.0065
333.4135 0 0 126.7958
##=========================== 1999  ===========================   
0 0 0 0.1317
4.0672 0 0 0.6925
3.3741 0 0 1.3607
12.8446 0 11.58 4.0375
12.5574 0 0 8.3343
54.2686 81.21 1.9 13.7512
128.5383 123.3 0 18.2028
210.7985 0 0 27.4951
203.6085 809.93 0 42.6066
205.3404 0 0 74.2512
169.0108 0 0 54.483
388.39 0 0 225.7603
##=========================== 2000  ===========================   
0.681 0 0 0.2667
3.546 0 0 0.5336
7.2546 0 0 1.6924
6.6831 0 12.48 4.7113
22.7136 0 0 8.2568
66.884 10.9 0 12.7568
149.6582 84.54 0 22.4572
174.9496 0 0 31.0956
183.3859 0 0 29.3302
374.0258 0 0 38.1986
45.5583 0 0 32.4087
0 0 0 475.082
##=========================== 2001  ===========================   
0 0 0 0.1571
4.956 0 0 0.499
5.4249 0 0 1.5932
5.0159 0 0 3.7789
13.4544 0 0 7.7441
27.585 50.5863 0 10.2692
54.4307 0 0 19.9473
74.0671 0 322.713 38.6453
160.2721 117.065 43.81 39.8324
168.0477 865.71 0 63.4345
293.2982 0 0 46.0344
94.88 0 0 91.0988
##=========================== 2002  ===========================   
0 0 0 0.2014
2.6996 0 0 0.4416
4.4435 0 0 1.4432
39.1831 0 0 5.1075
44.4582 0 0 11.1524
141.2641 19.516 0 20.7151
174.8897 239.662 0 26.5854
208.4026 0 0 44.7734
190.3664 0 0 43.1395
251.3704 0 0 62.0674
628.19 0 0 124.58
723.8708 0 0 47.2437
##=========================== 2003  ===========================   
0 0 0 0.1489
3.702 0 0 0.4877
4.251 0 0 1.2606
17.0056 0 62.026 3.7329
50.3584 0 0 7.5131
94.1713 0 0 12.8376
170.6766 0 0 24.7038
188.8371 0 0 24.2299
244.1165 0 0 41.9112
211.0934 0 0 42.6157
413.312 0 0 29.882
208.06 0 0 0
##=========================== 2004  ===========================   
0 0 0 0
0 0 0 0
0 0 0 5.1817
0 0 0 1.3133
0 0 0 7.5162
154.171 0 0 10.7547
137.175 0 0 20.6201
112.7747 0 0 31.717
188.9733 0 0 0
271.56 0 0 0
72.6033 0 0 0
0 0 0 0
##=========================== 2005  ===========================   
0 0 0 0.55
0 0 0 1.0787
0 0 0 2.8142
17 0 0 5.9906
8.12 0 90 13.8871
175.1728 0 0 25.6735
201.7191 424.058 0 42.1224
436.57 0 0 54.9773
203.5733 0 0 110.8738
248.9205 0 0 80.2415
113.975 0 0 0
166.9015 0 0 0.067
##=========================== 2006  ===========================   
0 0 0 0.1562
1.1345 0.65 0 0.4577
3.5937 2.702 0 1.9296
17.1908 9.835 0 4.1628
7.579 22.1914 0 8.7649
27.0161 56.3087 0 17.7401
74.4512 280.5315 0 37.3913
96.2949 223.5486 19.765 29.2614
161.9403 221.8665 0 56.3892
208.2955 219.8177 0 92.2587
624.772 0 0 93.4298
198.5677 0 0 132.8754
##=========================== 2007  ===========================   
0 0 0 0.1962
0 0 0 0.5389
6.7835 0 0 2.0155
28.7082 0 0 3.2255
12.842 0 0 7.0207
29.912 0 0 16.4153
187.1187 0 0 24.8336
63.9583 0 0 35.8055
250.262 0 0 37.6771
427.6495 0 0 151.6283
35.929 0 0 272.3459
574.6243 0 0 135.4017
##=========================== 2008  ===========================   
0 0 0 0.2082
0 0 0 0.6514
11.0076 0 0 1.446
8.3232 0 0 4.1963
7.0945 0 0 6.8137
49.4593 0 0 17.6118
63.5164 13.942 0 22.6693
78.4782 0 0 25.2885
148.0958 0 0 40.7358
105.8898 0 0 65.1351
200.6698 0 0 90.405
260.9936 0 0 88.2936
##=========================== 2009  ===========================   
0 0 0 0.05
0 0 0 0.1733
0 0 0 0.7283
0 0 0 1.5008
0 0 0 3.8479
0 0 0 4.074
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
##=========================== 2010  ===========================   
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 4.13
0 0 0 7.3161
0 0 0 13.6283
35.29 0 0 11.9653
1.01 0 0 13.7317
0 0 0 9.475
0 0 0 0
0 0 0 0
0 0 0 0
##=========================== 2011  ===========================   
0 0 0 0
0 0 0 0.8
0 0 0 2.7086
0 0 0 2.8823
0 0 0 2.5319
0 0 0 10.2592
97.5515 0 0 10.7974
62.64 0 0 88.2939
0 0 0 46.9767
0 0 0 0
0 0 0 0
0 0 0 0
##=========================== arrowtooth  ===========================   
##=========================== 1981  ===========================   
0 0 0 0.065
2.9793 0 1.444 0.5463
6.1892 0 0 0.6605
7.0156 0 0 1.3522
11.763 0 0 2.8492
15.3332 0 0 2.7274
30.1874 0 0 4.6515
23.8446 0 0 4.324
28.6575 0 0 21.72
132.77 0 0 0
133.28 0 0 0.4933
27.6667 0 0 0.33
