# data file for setting F40 and F25
#Fset_yrs
87
# ----- F40 -------------------------------- 
#=========== scen 1 ===================
0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599 0.622599
0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622 0.488622
0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536 0.126536
#=========== scen 2 ===================
0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616 0.577616
0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778 0.622778
0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129 0.120129
#=========== scen 3 ===================
0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113 0.583113
0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332 0.657332
